,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,MapaUSV,DistHistorica
0,Coryphantha werdermannii,151775,-102.0666667,26.9858333,,False,2,40.27,Equisetopsida,Caryophyllales,Cactaceae,747,Terrestre,1989,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=f6cc5a63db75c275d9940eb0749918cd,f6cc5a63db75c275d9940eb0749918cd,No,NoDisponible,NoDisponible,,Si,,
1,Coryphantha werdermannii,137538,-104.0416667,27.175,,False,1,34.62,Equisetopsida,Caryophyllales,Cactaceae,1608,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=910b1adc851661492469e8cd13906119,910b1adc851661492469e8cd13906119,No,NoDisponible,NoDisponible,,Si,,
2,Coryphantha werdermannii,151700,-102.2120661,26.4535741,,False,0,24.14,Equisetopsida,Caryophyllales,Cactaceae,1444,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=394d1a85b1bb9e5334134ab18e455eaa,394d1a85b1bb9e5334134ab18e455eaa,No,NoDisponible,NoDisponible,,Si,,
