,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,MapaUSV,DistHistorica
0,Acanthocereus griseus,226641,-93.1,16.7269444,,False,0,34.6,Equisetopsida,Caryophyllales,Cactaceae,630,Terrestre,1992,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=cd03555bad8071c2e3823db470a2e4dc,cd03555bad8071c2e3823db470a2e4dc,No,NoDisponible,NoDisponible,,Si,,
1,Acanthocereus griseus,226641,-93.1166666,16.7527777,,False,0,34.6,Equisetopsida,Caryophyllales,Cactaceae,534,Terrestre,1992,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=18891465fa5db63195b1e5f8bb943ce0,18891465fa5db63195b1e5f8bb943ce0,No,NoDisponible,NoDisponible,,Si,,
2,Acanthocereus griseus,218036,-93.8658333,16.2688888,,False,1,41.17,Equisetopsida,Caryophyllales,Cactaceae,110,Terrestre,2003,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9503ce04a9bc654772e3006da69d795d,9503ce04a9bc654772e3006da69d795d,No,NoDisponible,NoDisponible,,Si,,
