,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,MapaUSV,DistHistorica
4,Astrophytum coahuilense,146765,-102.7376169,25.2061838,,False,4,38.19,Equisetopsida,Caryophyllales,Cactaceae,1635,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0825a8ab0370ca7dc904e74c335bbdc7,0825a8ab0370ca7dc904e74c335bbdc7,No,Si,NoDisponible,,Si,,
3,Astrophytum coahuilense,146765,-102.7608558,25.1914669,,False,4,38.19,Equisetopsida,Caryophyllales,Cactaceae,1659,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1458b7754cabcb8d15ad65b4e03dcd4f,1458b7754cabcb8d15ad65b4e03dcd4f,No,Si,NoDisponible,,Si,,
2,Astrophytum coahuilense,146822,-102.9054941,25.7671969,,True,0,-27.36,Equisetopsida,Caryophyllales,Cactaceae,1105,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=24399a795ade2ca93d01df1688bdb3e6,24399a795ade2ca93d01df1688bdb3e6,No,Si,NoDisponible,,Si,,
1,Astrophytum coahuilense,137385,-103.5927777,25.6030555,,False,3,33.76,Equisetopsida,Caryophyllales,Cactaceae,1132,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3d1c69d1dc5dc440d2119a1d399ea019,3d1c69d1dc5dc440d2119a1d399ea019,No,Si,NoDisponible,,Si,,
5,Astrophytum coahuilense,146825,-102.7537216,25.5898677,,True,1,-11.04,Equisetopsida,Caryophyllales,Cactaceae,1099,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d8386f6e2e1dd04a8eb1963795092ee7,d8386f6e2e1dd04a8eb1963795092ee7,No,Si,NoDisponible,,Si,,
0,Astrophytum coahuilense,146764,-102.6316667,25.1172222,,False,2,21.17,Equisetopsida,Caryophyllales,Cactaceae,1300,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dae17bc7052f97420055635b9e88ef86,dae17bc7052f97420055635b9e88ef86,No,Si,NoDisponible,,Si,,
