,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,MapaUSV,DistHistorica
0,Acanthocereus baxaniensis,180276,-98.4855556,21.7213889,,False,0,25.55,Equisetopsida,Caryophyllales,Cactaceae,24,Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92591afd16aa2794f1ccb64bbdadbdc4,92591afd16aa2794f1ccb64bbdadbdc4,No,NoDisponible,NoDisponible,,,,
1,Acanthocereus baxaniensis,170468,-99.6333333,21.4466667,,False,1,62.96,Equisetopsida,Caryophyllales,Cactaceae,564,Terrestre,1987,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=066411c6a9c2009e38e7ac15d611f920,066411c6a9c2009e38e7ac15d611f920,No,NoDisponible,NoDisponible,,,,
