,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
5,Eptesicus brasiliensis,218067,-94.1958333,16.7388889,,False,3,21.73,Mammalia,Chiroptera,Vespertilionidae,1619,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06195b7ba2997ccc82778454a8a4bddb,06195b7ba2997ccc82778454a8a4bddb,No,NoDisponible,,,,,
1,Eptesicus brasiliensis,136592,-103.825,19.4416667,,True,1,-30.61,Mammalia,Chiroptera,Vespertilionidae,667,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=17b7025f0cf2cc75ef61e6505f84cfa5,17b7025f0cf2cc75ef61e6505f84cfa5,No,NoDisponible,,,,,
23,Eptesicus brasiliensis,235158,-91.9805556,17.5083333,,False,3,19.8,Mammalia,Chiroptera,Vespertilionidae,86,Terrestre,1901,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3ad163955e59dec5cd6c29766677ce61,3ad163955e59dec5cd6c29766677ce61,Si,NoDisponible,No,No,Si,,
6,Eptesicus brasiliensis,226533,-92.8083333,15.5416667,,False,3,36.61,Mammalia,Chiroptera,Vespertilionidae,997,Terrestre,2001,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3b11dbb1db3468cec5fd057b5d559577,3b11dbb1db3468cec5fd057b5d559577,Si,NoDisponible,No,Si,Si,,
13,Eptesicus brasiliensis,208936,-95.0522222,17.2258333,,False,2,-8.87,Mammalia,Chiroptera,Vespertilionidae,61,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3ce7670fdf70f7800582720670a4b85e,3ce7670fdf70f7800582720670a4b85e,No,NoDisponible,,,,,
19,Eptesicus brasiliensis,239262,-91.2638889,16.9563889,,False,3,28.3,Mammalia,Chiroptera,Vespertilionidae,401,Terrestre,1981,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4bd3673a1ad1d0c8a98b91be97b32933,4bd3673a1ad1d0c8a98b91be97b32933,Si,NoDisponible,No,No,Si,,
9,Eptesicus brasiliensis,127501,-105.0163889,21.4788889,,True,1,-25.14,Mammalia,Chiroptera,Vespertilionidae,1213,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4c73a1b120d415054e29aec7e5ba0492,4c73a1b120d415054e29aec7e5ba0492,No,NoDisponible,,,,,
11,Eptesicus brasiliensis,165111,-100.1986111,17.4133333,,False,2,9.49,Mammalia,Chiroptera,Vespertilionidae,1286,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=507cdcebf17528e3914ba15feb669fbf,507cdcebf17528e3914ba15feb669fbf,Si,NoDisponible,No,No,Si,,
4,Eptesicus brasiliensis,194513,-97.1239258,16.1938889,,False,3,39.19,Mammalia,Chiroptera,Vespertilionidae,1615,Terrestre,1968,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=54094dd3a48f7bbf8790a3dcfffe88ca,54094dd3a48f7bbf8790a3dcfffe88ca,Si,NoDisponible,No,No,No,,
22,Eptesicus brasiliensis,226707,-93.0405556,17.2922222,,False,2,7.77,Mammalia,Chiroptera,Vespertilionidae,1288,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=717e75b30d0ba52f2292f2abfb20111f,717e75b30d0ba52f2292f2abfb20111f,Si,NoDisponible,No,Si,Si,,
