,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
0,Geomys tropicalis,185270,-97.9764754,22.3586111,,False,0,35.01,Mammalia,Rodentia,Geomyidae,8,Terrestre,1952,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=46e1d16a59d668e6379c515e77437bdf,46e1d16a59d668e6379c515e77437bdf,No,NoDisponible,Si,,Si,,
1,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0e35b16191f93b3c42ad25d8497a7772,0e35b16191f93b3c42ad25d8497a7772,No,NoDisponible,Si,,Si,,
2,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2fe287f00330684cca50b344e46df1da,2fe287f00330684cca50b344e46df1da,No,NoDisponible,Si,,Si,,
3,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=349e16ca820aa744f92d6ceebfb9992a,349e16ca820aa744f92d6ceebfb9992a,No,NoDisponible,Si,,Si,,
4,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3b3b1e31ececec3b35fe815b6b489c52,3b3b1e31ececec3b35fe815b6b489c52,No,NoDisponible,Si,,Si,,
5,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3cddefb8e239971fd426fa280508b881,3cddefb8e239971fd426fa280508b881,No,NoDisponible,Si,,Si,,
6,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3db3f7f1cbcab418ea3a273733072d35,3db3f7f1cbcab418ea3a273733072d35,No,NoDisponible,Si,,Si,,
7,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3fd8f4dbe83a15061f35b8b0a80fce82,3fd8f4dbe83a15061f35b8b0a80fce82,No,NoDisponible,Si,,Si,,
8,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=471d6c991fc769b9dff42bf55e88561e,471d6c991fc769b9dff42bf55e88561e,No,NoDisponible,Si,,Si,,
9,Geomys tropicalis,185272,-97.9370295,22.3811111,,False,3,39.41,Mammalia,Rodentia,Geomyidae,7,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=47cd2aefcdc77410ac7af8b4628ef9d8,47cd2aefcdc77410ac7af8b4628ef9d8,No,NoDisponible,Si,,Si,,
