,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
10,Equus caballus,151133,-102.1416667,21.775,,False,2,2.56,Mammalia,Perissodactyla,Equidae,1997,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=073b8af6a7842fef46321bb1f4251db4,073b8af6a7842fef46321bb1f4251db4,No,NoDisponible,NoDisponible,,,,
39,Equus caballus,161145,-100.6986599,24.8079966,,False,2,12.75,Mammalia,Perissodactyla,Equidae,1857,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08f7ccdd3d2bd5eb84075097ceb94a0d,08f7ccdd3d2bd5eb84075097ceb94a0d,No,NoDisponible,NoDisponible,,,,
23,Equus caballus,96563,-108.8344444,27.4,,True,1,-21.75,Mammalia,Perissodactyla,Equidae,203,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=090a2fecfd148cdc2bfd747210b945f2,090a2fecfd148cdc2bfd747210b945f2,No,NoDisponible,NoDisponible,,,,
31,Equus caballus,166160,-100.3730249,26.2779469,,False,2,0.96,Mammalia,Perissodactyla,Equidae,556,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0928a9ed67339978fd72bc3d5de61530,0928a9ed67339978fd72bc3d5de61530,No,NoDisponible,NoDisponible,,,,
19,Equus caballus,83109,-110.67,29.26,,False,2,-3.68,Mammalia,Perissodactyla,Equidae,291,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0ff3ab0e004f8c51a4abe588134b1b02,0ff3ab0e004f8c51a4abe588134b1b02,No,NoDisponible,NoDisponible,,,,
32,Equus caballus,174999,-99.3761738,19.0611619,,False,2,7.64,Mammalia,Perissodactyla,Equidae,2857,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=11119978ad478e251802b0cd4ac1d16b,11119978ad478e251802b0cd4ac1d16b,No,NoDisponible,NoDisponible,,,,
33,Equus caballus,156183,-101.6856769,23.8595908,,False,2,3.36,Mammalia,Perissodactyla,Equidae,1994,Terrestre,2015,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=13034dc747c309044889e95ffed0c7e2,13034dc747c309044889e95ffed0c7e2,No,NoDisponible,NoDisponible,,,,
11,Equus caballus,151133,-102.1416667,21.775,,False,2,2.56,Mammalia,Perissodactyla,Equidae,1997,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=189af0c9e414b2980bd00d9723b5e077,189af0c9e414b2980bd00d9723b5e077,No,NoDisponible,NoDisponible,,,,
29,Equus caballus,175154,-99.1309258,20.0625419,,False,2,9.61,Mammalia,Perissodactyla,Equidae,2345,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=19c1acc63763710703673a55b454f60f,19c1acc63763710703673a55b454f60f,No,NoDisponible,NoDisponible,,,,
49,Equus caballus,161181,-101,25.4333,,False,2,-1.37,Mammalia,Perissodactyla,Equidae,1573,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=217df506b2c4170b80b8a9abc8ee25d2,217df506b2c4170b80b8a9abc8ee25d2,No,NoDisponible,NoDisponible,,,,
