,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
99,Dipodomys ornatus,155922,-101.7580681,21.7359545,,False,2,22.07,Mammalia,Rodentia,Heteromyidae,2208,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=013ab80d0db248b4bdd257d673bc8ecd,013ab80d0db248b4bdd257d673bc8ecd,No,NoDisponible,,,,,
41,Dipodomys ornatus,151290,-101.835,22.7516667,,False,1,2.68,Mammalia,Rodentia,Heteromyidae,2248,Terrestre,1989,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=014acd57f6a1f28371f1fc6f0a0b5b73,014acd57f6a1f28371f1fc6f0a0b5b73,Si,NoDisponible,No,Si,No,,
226,Dipodomys ornatus,170312,-99.89614,20.52108,,False,2,13.46,Mammalia,Rodentia,Heteromyidae,1906,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=014dc1ac0d1a0ead0159426fca426a34,014dc1ac0d1a0ead0159426fca426a34,No,NoDisponible,,,,,
42,Dipodomys ornatus,151290,-101.835,22.7516667,,False,1,2.68,Mammalia,Rodentia,Heteromyidae,2248,Terrestre,1989,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01b04f2b11330cefaa03689a3fc1a09f,01b04f2b11330cefaa03689a3fc1a09f,Si,NoDisponible,No,Si,No,,
59,Dipodomys ornatus,146482,-102.5753,22.7717,,False,2,19.64,Mammalia,Rodentia,Heteromyidae,2448,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0208d023a0b9a1a4ad1d44abf632f535,0208d023a0b9a1a4ad1d44abf632f535,No,NoDisponible,,,,,
242,Dipodomys ornatus,127851,-104.6394444,24.025,,False,2,16.58,Mammalia,Rodentia,Heteromyidae,1877,Terrestre,1898,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=034fee6908caaf8fe493ec310f8a7724,034fee6908caaf8fe493ec310f8a7724,No,NoDisponible,,,,,
117,Dipodomys ornatus,141661,-103.2913227,22.30972,,False,2,18.99,Mammalia,Rodentia,Heteromyidae,2290,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=038a74734242fee9fe7baf9b7513e563,038a74734242fee9fe7baf9b7513e563,No,NoDisponible,,,,,
285,Dipodomys ornatus,137107,-103.9388333,23.7326666,,False,2,17.36,Mammalia,Rodentia,Heteromyidae,1999,Terrestre,1986,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=03c28c6371b9f36c168d13b9f6fc49df,03c28c6371b9f36c168d13b9f6fc49df,No,NoDisponible,,,,,
307,Dipodomys ornatus,132449,-104.3083333,23.5083333,,False,2,22.08,Mammalia,Rodentia,Heteromyidae,2126,Terrestre,1957,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05fbd054fac2ebb433be53be473cd527,05fbd054fac2ebb433be53be473cd527,No,NoDisponible,,,,,
104,Dipodomys ornatus,146354,-102.5787943,21.6838994,,False,2,18.27,Mammalia,Rodentia,Heteromyidae,1959,Terrestre,1950,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0763f56fafd2c32f483bc881aed9198c,0763f56fafd2c32f483bc881aed9198c,No,NoDisponible,,,,,
211,Dipodomys ornatus,146438,-102.8729153,22.64861,,False,2,21.3,Mammalia,Rodentia,Heteromyidae,2096,Terrestre,1978,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=09e9adfba1cc2545f3624b60972e3339,09e9adfba1cc2545f3624b60972e3339,No,NoDisponible,,,,,
1,Dipodomys ornatus,160806,-100.8666667,22.1316667,,False,1,-2.36,Mammalia,Rodentia,Heteromyidae,1843,Terrestre,1989,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0a34ebd87710ad1ad29232504bcff068,0a34ebd87710ad1ad29232504bcff068,No,NoDisponible,,,,,
174,Dipodomys ornatus,132495,-104.3783333,24.175,,False,2,15.15,Mammalia,Rodentia,Heteromyidae,1880,Terrestre,1957,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0af800493456cbd18c0a8761c2b28dfb,0af800493456cbd18c0a8761c2b28dfb,No,NoDisponible,,,,,
