,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
0,Eumops underwoodi,132068,-104.249929,20.342986,,False,2,6.63,Mammalia,Chiroptera,Molossidae,1434,Terrestre,1964,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08aeeaa28cbd5f08af253593343d6a66,08aeeaa28cbd5f08af253593343d6a66,No,NoDisponible,,,,,
21,Eumops underwoodi,235261,-91.5359186,17.989,,False,2,6.39,Mammalia,Chiroptera,Molossidae,18,Terrestre,1960,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0ca56f62d57415e3bb2bc11f14be326a,0ca56f62d57415e3bb2bc11f14be326a,Si,NoDisponible,No,No,Si,,
20,Eumops underwoodi,136538,-103.8982134,18.977,,False,2,12.62,Mammalia,Chiroptera,Molossidae,55,Terrestre,1965,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0e7f7002796e76c4364f2cb51ee875c2,0e7f7002796e76c4364f2cb51ee875c2,No,NoDisponible,,,,,
45,Eumops underwoodi,165366,-100.2788889,19.6894444,,False,2,7.48,Mammalia,Chiroptera,Molossidae,3205,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=122d0711552973b441dfc91451014120,122d0711552973b441dfc91451014120,No,NoDisponible,,,,,
39,Eumops underwoodi,105400,-107.6697222,27.0755556,,False,2,0.79,Mammalia,Chiroptera,Molossidae,1484,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=14ab68c9dd4d008794d2ef27d0d4a507,14ab68c9dd4d008794d2ef27d0d4a507,Si,NoDisponible,No,No,Si,,
28,Eumops underwoodi,218073,-94.112727,16.732956,,True,1,-9.13,Mammalia,Chiroptera,Molossidae,1183,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1ff6671aea4d018ec0775b8e5ccf65cc,1ff6671aea4d018ec0775b8e5ccf65cc,No,NoDisponible,,,,,
29,Eumops underwoodi,218073,-94.112727,16.732956,,True,1,-9.13,Mammalia,Chiroptera,Molossidae,1183,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2037d183d0e67863a6b1672c6935aaa0,2037d183d0e67863a6b1672c6935aaa0,No,NoDisponible,,,,,
50,Eumops underwoodi,222402,-93.6838889,16.0258333,,False,2,15.36,Mammalia,Chiroptera,Molossidae,59,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2090e18259bb0e0909bc0c91358ded61,2090e18259bb0e0909bc0c91358ded61,Si,NoDisponible,No,Si,Si,,
17,Eumops underwoodi,252446,-89.475,20.2583333,,False,2,4.74,Mammalia,Chiroptera,Molossidae,75,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=325dd0db7d4de5f3210c0976daec21f8,325dd0db7d4de5f3210c0976daec21f8,Si,NoDisponible,No,No,Si,,
4,Eumops underwoodi,218090,-93.8348738,16.55917,,False,2,9.71,Mammalia,Chiroptera,Molossidae,660,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=339d2647caf58795ac37d3a69eb18c25,339d2647caf58795ac37d3a69eb18c25,No,NoDisponible,,,,,
30,Eumops underwoodi,218073,-94.112727,16.732956,,True,1,-9.13,Mammalia,Chiroptera,Molossidae,1183,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=38e696be0460b487f16217d849563888,38e696be0460b487f16217d849563888,No,NoDisponible,,,,,
41,Eumops underwoodi,174988,-99.2380556,18.7658333,,False,2,8.16,Mammalia,Chiroptera,Molossidae,1094,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3b1c6935f2dc849608d4ae09a397ffa1,3b1c6935f2dc849608d4ae09a397ffa1,No,NoDisponible,,,,,
14,Eumops underwoodi,136542,-103.882873,19.134743,,False,2,13.54,Mammalia,Chiroptera,Molossidae,213,Terrestre,1962,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3d08f9bf9c07cd6ec2bd6731b88f8da6,3d08f9bf9c07cd6ec2bd6731b88f8da6,No,NoDisponible,,,,,
38,Eumops underwoodi,194836,-97.0259944,19.0078333,,True,1,-4.97,Mammalia,Chiroptera,Molossidae,1320,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3e4763fda5160eaf146d67e05ff76934,3e4763fda5160eaf146d67e05ff76934,Si,NoDisponible,No,No,No,,
31,Eumops underwoodi,218073,-94.112727,16.732956,,True,1,-9.13,Mammalia,Chiroptera,Molossidae,1183,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=402f23b8327ae2189be6a4f70c41c071,402f23b8327ae2189be6a4f70c41c071,No,NoDisponible,,,,,
5,Eumops underwoodi,82929,-110.6078605,27.91833,,False,2,2.21,Mammalia,Chiroptera,Molossidae,10,Terrestre,1965,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4578c7c6ee9b943b507f4b1e83f0cb62,4578c7c6ee9b943b507f4b1e83f0cb62,Si,NoDisponible,No,No,Si,,
32,Eumops underwoodi,218073,-94.112727,16.732956,,True,1,-9.13,Mammalia,Chiroptera,Molossidae,1183,Terrestre,1966,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=469b376f8cdcd5c350e7159ef57a7b41,469b376f8cdcd5c350e7159ef57a7b41,No,NoDisponible,,,,,
15,Eumops underwoodi,261205,-88.51,20.67,,True,1,-7.69,Mammalia,Chiroptera,Molossidae,42,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4710b834cbefe16186541b03f76e7060,4710b834cbefe16186541b03f76e7060,Si,NoDisponible,No,No,Si,,
42,Eumops underwoodi,174988,-99.2380556,18.7658333,,False,2,8.16,Mammalia,Chiroptera,Molossidae,1094,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=48d8e827ec4fd835c9a25224435684db,48d8e827ec4fd835c9a25224435684db,No,NoDisponible,,,,,
