,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
108,Dipodomys ordii,151628,-102.063849,25.646007,,False,6,-1.34,Mammalia,Rodentia,Heteromyidae,1183,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=008184bc42ef2edd5db330bcbe66d7f7,008184bc42ef2edd5db330bcbe66d7f7,No,NoDisponible,,,,,
258,Dipodomys ordii,142037,-103.4675369,25.4845811,,False,6,-0.95,Mammalia,Rodentia,Heteromyidae,1309,Terrestre,1951,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00f836f93d05034aa8df6c69d28dd769,00f836f93d05034aa8df6c69d28dd769,No,NoDisponible,,,,,
452,Dipodomys ordii,123511,-105.4,27.0069444,,False,7,9.16,Mammalia,Rodentia,Heteromyidae,1610,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=011a23aa8c47143e243df4c7e63698fc,011a23aa8c47143e243df4c7e63698fc,No,NoDisponible,,,,,
134,Dipodomys ordii,160797,-100.982802,22.324331,,False,7,10.28,Mammalia,Rodentia,Heteromyidae,1835,Terrestre,1968,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0165a646fc72e679e61b228f12841bda,0165a646fc72e679e61b228f12841bda,No,NoDisponible,,,,,
415,Dipodomys ordii,133103,-104.1108333,28.8127778,,False,7,7.84,Mammalia,Rodentia,Heteromyidae,1542,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=019698978878065e2958816a01b21cb1,019698978878065e2958816a01b21cb1,No,NoDisponible,,,,,
490,Dipodomys ordii,123403,-105.5361111,26.1233333,,False,7,9.34,Mammalia,Rodentia,Heteromyidae,1708,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01a277b5f9565b927734097000fec555,01a277b5f9565b927734097000fec555,No,NoDisponible,,,,,
425,Dipodomys ordii,119137,-106.0719444,28.6316667,,False,7,6.68,Mammalia,Rodentia,Heteromyidae,1434,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01a5bb3bb2f772f582652e34c099e5a0,01a5bb3bb2f772f582652e34c099e5a0,No,NoDisponible,,,,,
477,Dipodomys ordii,114928,-106.4269444,31.3436111,,False,7,4.82,Mammalia,Rodentia,Heteromyidae,1311,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=024b1c3833e76d37edd9b770973ed85e,024b1c3833e76d37edd9b770973ed85e,No,NoDisponible,,,,,
70,Dipodomys ordii,156038,-101.7141767,22.628,,False,7,10.51,Mammalia,Rodentia,Heteromyidae,2090,Terrestre,1950,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02dbb2170ab3b4fc769e4d219f1a43a0,02dbb2170ab3b4fc769e4d219f1a43a0,No,NoDisponible,,,,,
295,Dipodomys ordii,119115,-106.0889,28.6353,,False,7,7.38,Mammalia,Rodentia,Heteromyidae,1424,Terrestre,1959,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=03dcd44cc79accc63b514f8be741bb04,03dcd44cc79accc63b514f8be741bb04,No,NoDisponible,,,,,
