,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
59,Dipodomys nelsoni,161078,-100.8651666,24.4996666,,False,8,15.67,Mammalia,Rodentia,Heteromyidae,1711,Terrestre,1940,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=000299ce2916ca11eda67d8415fd7b44,000299ce2916ca11eda67d8415fd7b44,No,NoDisponible,,,,,
474,Dipodomys nelsoni,156379,-101.498453,25.357118,,False,8,12.71,Mammalia,Rodentia,Heteromyidae,1529,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=003d3bf06131cda6d2c5dded63263919,003d3bf06131cda6d2c5dded63263919,No,NoDisponible,,,,,
464,Dipodomys nelsoni,151628,-102.063849,25.646007,,False,8,9.63,Mammalia,Rodentia,Heteromyidae,1183,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0067a139488d43e01aac2555cb0b7213,0067a139488d43e01aac2555cb0b7213,No,NoDisponible,,,,,
1382,Dipodomys nelsoni,142004,-103.0816667,24.8505556,,True,6,-3.77,Mammalia,Rodentia,Heteromyidae,1584,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00b898b73cb307f8db73957bc2806d84,00b898b73cb307f8db73957bc2806d84,No,NoDisponible,,,,,
1108,Dipodomys nelsoni,137509,-103.7703722,26.7575139,,False,8,9.97,Mammalia,Rodentia,Heteromyidae,1116,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00c5805c594726ddea82916a81161208,00c5805c594726ddea82916a81161208,No,NoDisponible,,,,,
1385,Dipodomys nelsoni,119063,-106.2391667,28.545,,False,7,2.72,Mammalia,Rodentia,Heteromyidae,1607,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00c6c461926ff1e95703e2be52e04097,00c6c461926ff1e95703e2be52e04097,Si,NoDisponible,No,No,Si,,
806,Dipodomys nelsoni,137484,-103.7765,26.6622361,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1134,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0115be8d199814a3c057ad937d6104d2,0115be8d199814a3c057ad937d6104d2,No,NoDisponible,,,,,
1411,Dipodomys nelsoni,156370,-101.7083333,25.3763889,,False,8,14.84,Mammalia,Rodentia,Heteromyidae,1549,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01393ce52189a3824454de0ac8d5c8f4,01393ce52189a3824454de0ac8d5c8f4,No,NoDisponible,,,,,
26,Dipodomys nelsoni,151502,-102.1315408,24.7363455,,False,8,14.29,Mammalia,Rodentia,Heteromyidae,1997,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=017423ac32700ba01ba5e3b66f076f34,017423ac32700ba01ba5e3b66f076f34,No,NoDisponible,,,,,
943,Dipodomys nelsoni,137487,-103.7860944,26.7684667,,False,8,9.97,Mammalia,Rodentia,Heteromyidae,1103,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01de33417bdf649a275e98452fccc397,01de33417bdf649a275e98452fccc397,No,NoDisponible,,,,,
130,Dipodomys nelsoni,137607,-103.9558147,27.7864923,,False,8,14.39,Mammalia,Rodentia,Heteromyidae,1399,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01ec6455cf0d293311f8c2ed37abd723,01ec6455cf0d293311f8c2ed37abd723,No,NoDisponible,,,,,
111,Dipodomys nelsoni,119096,-105.98213,28.58996,,False,8,8.07,Mammalia,Rodentia,Heteromyidae,1445,Terrestre,1963,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02149e49418598cb9fcfd18761b46fce,02149e49418598cb9fcfd18761b46fce,Si,NoDisponible,No,No,Si,,
1287,Dipodomys nelsoni,141740,-102.936361,22.500842,,True,6,-4.29,Mammalia,Rodentia,Heteromyidae,2354,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=021f9b62d671ca243e8e08904bd8194b,021f9b62d671ca243e8e08904bd8194b,Si,NoDisponible,No,No,Si,,
176,Dipodomys nelsoni,156449,-101.42222,25.57056,,False,8,11.51,Mammalia,Rodentia,Heteromyidae,1187,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=022ae77ca5914fc677d006f0c4e4a604,022ae77ca5914fc677d006f0c4e4a604,No,NoDisponible,,,,,
436,Dipodomys nelsoni,161122,-100.89028,24.6375,,False,8,12.55,Mammalia,Rodentia,Heteromyidae,1736,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=024ead57efa2698dfa911917a1d19dda,024ead57efa2698dfa911917a1d19dda,No,NoDisponible,,,,,
1088,Dipodomys nelsoni,137509,-103.7703944,26.7573528,,False,8,9.97,Mammalia,Rodentia,Heteromyidae,1118,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=026241ae7ad9a72a2b8cb0629a55167f,026241ae7ad9a72a2b8cb0629a55167f,No,NoDisponible,,,,,
850,Dipodomys nelsoni,137484,-103.7763639,26.6628028,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1137,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0280eadb656a52ec8dba0aec9c76b513,0280eadb656a52ec8dba0aec9c76b513,No,NoDisponible,,,,,
316,Dipodomys nelsoni,147222,-102.9034359,29.08604,,True,6,-0.11,Mammalia,Rodentia,Heteromyidae,715,Terrestre,1952,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02929950b1e0ecf5b557101bcffaf5af,02929950b1e0ecf5b557101bcffaf5af,No,NoDisponible,,,,,
807,Dipodomys nelsoni,137484,-103.7765,26.6622361,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1134,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=03039bc52ca367f8b752a8ac613d51c6,03039bc52ca367f8b752a8ac613d51c6,No,NoDisponible,,,,,
1345,Dipodomys nelsoni,109630,-107.0291667,25.0133333,,True,0,-148.76,Mammalia,Rodentia,Heteromyidae,660,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=030c431f181fe85e9da659a3571a739f,030c431f181fe85e9da659a3571a739f,Si,NoDisponible,No,No,Si,,
547,Dipodomys nelsoni,137506,-103.740825,26.6919306,,False,8,11.1,Mammalia,Rodentia,Heteromyidae,1151,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=035163cfe3a862462c34c55963406aae,035163cfe3a862462c34c55963406aae,No,NoDisponible,,,,,
683,Dipodomys nelsoni,137484,-103.7911417,26.6742694,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1123,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=039bd1b2800647f509d98522c697d715,039bd1b2800647f509d98522c697d715,No,NoDisponible,,,,,
108,Dipodomys nelsoni,119096,-105.98871,28.58996,,False,8,8.07,Mammalia,Rodentia,Heteromyidae,1444,Terrestre,1963,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=043c3245aeb4a441d56c77bac6e8f01a,043c3245aeb4a441d56c77bac6e8f01a,Si,NoDisponible,No,No,Si,,
851,Dipodomys nelsoni,137484,-103.7763639,26.6628028,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1137,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0440af421c3f148e305a158f41ffa078,0440af421c3f148e305a158f41ffa078,No,NoDisponible,,,,,
548,Dipodomys nelsoni,137506,-103.740825,26.6919306,,False,8,11.1,Mammalia,Rodentia,Heteromyidae,1151,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=049d7a831f85e0827ba8ab1b20358c40,049d7a831f85e0827ba8ab1b20358c40,No,NoDisponible,,,,,
711,Dipodomys nelsoni,137484,-103.7906139,26.6739917,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1122,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=04e1894f2216c0747e1cdf79f8105bc7,04e1894f2216c0747e1cdf79f8105bc7,No,NoDisponible,,,,,
1251,Dipodomys nelsoni,128057,-104.7430556,25.8325,,False,8,8.68,Mammalia,Rodentia,Heteromyidae,1829,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=04eb97b5b4c3cdfe4d2beaff60c32b76,04eb97b5b4c3cdfe4d2beaff60c32b76,No,NoDisponible,,,,,
322,Dipodomys nelsoni,119102,-105.92783,28.58996,,False,8,8.73,Mammalia,Rodentia,Heteromyidae,1579,Terrestre,1963,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=057290b2362a944b9e22ad4440d3c776,057290b2362a944b9e22ad4440d3c776,Si,NoDisponible,No,No,Si,,
1176,Dipodomys nelsoni,127961,-105.0019166,25.3316666,,False,8,7.73,Mammalia,Rodentia,Heteromyidae,1741,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05d581aeb03056507d277ec9434abb9f,05d581aeb03056507d277ec9434abb9f,Si,NoDisponible,No,No,Si,,
712,Dipodomys nelsoni,137484,-103.777725,26.6623361,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1136,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05d86b2830bbbdc2328bac5a0915540b,05d86b2830bbbdc2328bac5a0915540b,No,NoDisponible,,,,,
549,Dipodomys nelsoni,137506,-103.740825,26.6919306,,False,8,11.1,Mammalia,Rodentia,Heteromyidae,1151,Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05e9ae953ca6513917758b9e064c8249,05e9ae953ca6513917758b9e064c8249,No,NoDisponible,,,,,
713,Dipodomys nelsoni,137484,-103.777725,26.6623361,,False,8,10.43,Mammalia,Rodentia,Heteromyidae,1136,Terrestre,2010,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0623b171627277b53a44159aa528a9d5,0623b171627277b53a44159aa528a9d5,No,NoDisponible,,,,,
324,Dipodomys nelsoni,132813,-104.48823,26.74342,,False,8,11.99,Mammalia,Rodentia,Heteromyidae,1442,Terrestre,1960,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06314dc52b906149fee8309a2479dbfa,06314dc52b906149fee8309a2479dbfa,No,NoDisponible,,,,,
