,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
92,Dipodomys phillipsii,141608,-103.059393,21.579055,,True,4,-3.58,Mammalia,Rodentia,Heteromyidae,1462,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=007c695bb0a5dcb9fa5eb2fe4ddf8c47,007c695bb0a5dcb9fa5eb2fe4ddf8c47,No,NoDisponible,,,,,
117,Dipodomys phillipsii,146525,-102.7658448,23.3501777,,False,5,6.33,Mammalia,Rodentia,Heteromyidae,2197,Terrestre,1964,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=018e595f5d3b99fef0fc50c1e977b744,018e595f5d3b99fef0fc50c1e977b744,No,NoDisponible,,,,,
262,Dipodomys phillipsii,189951,-97.2330556,19.6163889,,False,5,21.44,Mammalia,Rodentia,Heteromyidae,2385,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01b6f6c2cd8b368a16770a128e9c1e93,01b6f6c2cd8b368a16770a128e9c1e93,No,NoDisponible,,,,,
155,Dipodomys phillipsii,179985,-98.879939,19.511912,,False,5,27.85,Mammalia,Rodentia,Heteromyidae,2256,Terrestre,1952,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0201affa251911828047066e9fee66c6,0201affa251911828047066e9fee66c6,No,NoDisponible,,,,,
179,Dipodomys phillipsii,180259,-98.4625,21.3916667,,True,1,-102.68,Mammalia,Rodentia,Heteromyidae,66,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=033403c0d06803126134369c10226fe2,033403c0d06803126134369c10226fe2,Si,NoDisponible,No,No,Si,,
95,Dipodomys phillipsii,189949,-97.254263,19.594243,,False,5,27.32,Mammalia,Rodentia,Heteromyidae,2379,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=049061858d5589a579714be8091b5402,049061858d5589a579714be8091b5402,No,NoDisponible,,,,,
19,Dipodomys phillipsii,160726,-101.141618,21.841086,,False,5,18.57,Mammalia,Rodentia,Heteromyidae,2006,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=068a4334fb38ab65b24355443437ff6e,068a4334fb38ab65b24355443437ff6e,No,NoDisponible,,,,,
149,Dipodomys phillipsii,132459,-104.1166667,23.5,,False,5,27.18,Mammalia,Rodentia,Heteromyidae,2167,Terrestre,1994,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0878162e955336a72dbbc4604e8e6c92,0878162e955336a72dbbc4604e8e6c92,No,NoDisponible,,,,,
244,Dipodomys phillipsii,118608,-106.1433333,24.7391667,,True,4,-22.46,Mammalia,Rodentia,Heteromyidae,2026,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0a3039ca6202dce0c35023b96acea661,0a3039ca6202dce0c35023b96acea661,Si,NoDisponible,No,Si,Si,,
20,Dipodomys phillipsii,160726,-101.141618,21.841086,,False,5,18.57,Mammalia,Rodentia,Heteromyidae,2006,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0aface7c9ebc2c59eec37b80a16b5fde,0aface7c9ebc2c59eec37b80a16b5fde,No,NoDisponible,,,,,
