,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
206,Dipodomys spectabilis,123640,-105.4119444,28.0802778,,False,5,8.15,Mammalia,Rodentia,Heteromyidae,1232,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00bc3247905cefb39e47d582ee77115f,00bc3247905cefb39e47d582ee77115f,Si,NoDisponible,No,No,Si,,
170,Dipodomys spectabilis,146482,-102.5752778,22.7716667,,False,4,-3.77,Mammalia,Rodentia,Heteromyidae,2448,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00c16cd5a9ca2680ddc2fd5e05a8e789,00c16cd5a9ca2680ddc2fd5e05a8e789,No,NoDisponible,,,,,
103,Dipodomys spectabilis,87946,-110.194144,31.18745,,False,5,8.56,Mammalia,Rodentia,Heteromyidae,1359,Terrestre,1989,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0160eee328bdd0045d5b6a206f871818,0160eee328bdd0045d5b6a206f871818,No,NoDisponible,,,,,
230,Dipodomys spectabilis,156046,-101.5977778,22.6275,,False,5,7,Mammalia,Rodentia,Heteromyidae,2165,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01b905634b5a60dbfebd7e63970c6c71,01b905634b5a60dbfebd7e63970c6c71,Si,NoDisponible,No,No,Si,,
50,Dipodomys spectabilis,151317,-102.302752,23.360128,,False,5,8.74,Mammalia,Rodentia,Heteromyidae,2005,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02a3c3444852eed9795a459f7823f47d,02a3c3444852eed9795a459f7823f47d,No,NoDisponible,,,,,
51,Dipodomys spectabilis,151317,-102.302752,23.360128,,False,5,8.74,Mammalia,Rodentia,Heteromyidae,2005,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02cbf1ccdb54e48e1c239d866f38a865,02cbf1ccdb54e48e1c239d866f38a865,No,NoDisponible,,,,,
220,Dipodomys spectabilis,132828,-104.4,26.9333333,,False,5,8.85,Mammalia,Rodentia,Heteromyidae,1415,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=031120a024aa178d5bf6ca7dd766e2a0,031120a024aa178d5bf6ca7dd766e2a0,Si,NoDisponible,No,No,Si,,
254,Dipodomys spectabilis,141684,-103.1116667,22.2472222,,False,4,-6.56,Mammalia,Rodentia,Heteromyidae,2163,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08982e854b8299c133009d5dd2d67c77,08982e854b8299c133009d5dd2d67c77,Si,NoDisponible,No,No,Si,,
52,Dipodomys spectabilis,151317,-102.302752,23.360128,,False,5,8.74,Mammalia,Rodentia,Heteromyidae,2005,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0aa6f2dc70528c7235ca7be42c8cf0de,0aa6f2dc70528c7235ca7be42c8cf0de,No,NoDisponible,,,,,
4,Dipodomys spectabilis,151438,-102.1721725,24.22861,,False,5,3.06,Mammalia,Rodentia,Heteromyidae,1709,Terrestre,1977,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b59344ad69de0ef5f7710cf507decdf,0b59344ad69de0ef5f7710cf507decdf,Si,NoDisponible,No,No,Si,,
19,Dipodomys spectabilis,123508,-105.399989,26.933323,,False,5,14.19,Mammalia,Rodentia,Heteromyidae,1591,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b952b95fbe91a09676d3145a12655f6,0b952b95fbe91a09676d3145a12655f6,No,NoDisponible,,,,,
94,Dipodomys spectabilis,161010,-100.8317426,23.8181118,,False,4,0.53,Mammalia,Rodentia,Heteromyidae,1900,Terrestre,2005,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b9a8a9cc6657fda182e4376a7fe84ff,0b9a8a9cc6657fda182e4376a7fe84ff,Si,NoDisponible,No,No,Si,,
157,Dipodomys spectabilis,141463,-103.3461,20.6764,,True,2,-21.74,Mammalia,Rodentia,Heteromyidae,1561,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0bbde42c5a6c66490c773260a657169d,0bbde42c5a6c66490c773260a657169d,Si,NoDisponible,No,No,Si,,
172,Dipodomys spectabilis,119121,-106.2933333,28.8916667,,False,5,12.36,Mammalia,Rodentia,Heteromyidae,1613,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0bf1f4d4b1c8a5592d9cadcfc276d45e,0bf1f4d4b1c8a5592d9cadcfc276d45e,No,NoDisponible,,,,,
112,Dipodomys spectabilis,101454,-108.5,30.8333333,,False,5,9.36,Mammalia,Rodentia,Heteromyidae,1432,Terrestre,1988,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0d1198d50c4edb055194c5aba3f0d802,0d1198d50c4edb055194c5aba3f0d802,No,NoDisponible,,,,,
237,Dipodomys spectabilis,128225,-104.9161111,27.1302778,,False,5,6.7,Mammalia,Rodentia,Heteromyidae,1383,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0dd41abb910c7efa624be97cad5003c6,0dd41abb910c7efa624be97cad5003c6,Si,NoDisponible,No,No,Si,,
228,Dipodomys spectabilis,128197,-105.1741667,27.2475,,False,5,7.84,Mammalia,Rodentia,Heteromyidae,1409,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0e55970a6a0b9af85e98e614121301d2,0e55970a6a0b9af85e98e614121301d2,No,NoDisponible,,,,,
110,Dipodomys spectabilis,118987,-106.12908,27.631852,,False,5,12.35,Mammalia,Rodentia,Heteromyidae,1621,Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0e84c712d024bbfee24f8199e7f6e333,0e84c712d024bbfee24f8199e7f6e333,No,NoDisponible,,,,,
159,Dipodomys spectabilis,114804,-106.5505556,30.4952778,,False,5,8.44,Mammalia,Rodentia,Heteromyidae,1211,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0fe8f15bc4cc434b6dd0506badf61fd6,0fe8f15bc4cc434b6dd0506badf61fd6,No,NoDisponible,,,,,
