,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,DistHistorica
491,Nasua narica,269599,-87.16079,21.2666666,,False,5,14.25,Mammalia,Carnivora,Procyonidae,11,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=107002d5756b7e46af05c96392ed19c0,107002d5756b7e46af05c96392ed19c0,No,NoDIsponible,,,,,,
837,Nasua narica,199357,-96.134143,15.7691972,,False,5,12.98,Mammalia,Carnivora,Procyonidae,29,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1071e0a51ab02a83426a9c5c20614a3d,1071e0a51ab02a83426a9c5c20614a3d,No,NoDIsponible,,,,,,
1218,Nasua narica,261287,-88.1138889,20.9736111,,False,5,14.03,Mammalia,Carnivora,Procyonidae,14,Terrestre,1879,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=10c387a5e472164c218908867e63edc5,10c387a5e472164c218908867e63edc5,No,NoDIsponible,,,,,,
325,Nasua narica,226781,-92.9359894,17.9986502,,False,5,14.52,Mammalia,Carnivora,Procyonidae,6,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=10de8f9e539a1491f71e7fcfaf2b25ad,10de8f9e539a1491f71e7fcfaf2b25ad,No,NoDIsponible,,,,,,
1267,Nasua narica,128487,-104.8263889,29.2669444,,True,0,-53.28,Mammalia,Carnivora,Procyonidae,1053,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=113b7a3922c28a80aab3b29c9aede519,113b7a3922c28a80aab3b29c9aede519,No,NoDIsponible,,,,,,
360,Nasua narica,269539,-86.9883708,20.2728077,,False,5,17.64,Mammalia,Carnivora,Procyonidae,5,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=11a21f18e162ae006470992ed6478936,11a21f18e162ae006470992ed6478936,Si,NoDIsponible,No,No,Si,,,
857,Nasua narica,199351,-96.1928019,15.7698597,,False,5,13.56,Mammalia,Carnivora,Procyonidae,85,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=11b8cd7a754b2e479773bb4789d2b140,11b8cd7a754b2e479773bb4789d2b140,No,NoDIsponible,,,,,,
909,Nasua narica,213737,-94.4177778,18.1486111,,False,5,14.19,Mammalia,Carnivora,Procyonidae,11,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=11c24647160aba616ed47f659c091537,11c24647160aba616ed47f659c091537,Si,NoDIsponible,No,Si,Si,,,
796,Nasua narica,113914,-106.4388858,23.30457,,False,5,7.44,Mammalia,Carnivora,Procyonidae,26,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=12080cba3142222a36c68176940b1bc7,12080cba3142222a36c68176940b1bc7,No,NoDIsponible,,,,,,
71,Nasua narica,239293,-90.9567222,16.8915,,False,5,16.88,Mammalia,Carnivora,Procyonidae,102,Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=121e81fe843e05c6d27648e04e7918e6,121e81fe843e05c6d27648e04e7918e6,Si,NoDIsponible,No,Si,Si,,,
137,Nasua narica,194723,-96.74444,17.55897,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2413,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=12404737f7db7bb83427c6d094c6e85c,12404737f7db7bb83427c6d094c6e85c,No,NoDIsponible,,,,,,
456,Nasua narica,265633,-87.6279897,21.35892,,False,5,14.93,Mammalia,Carnivora,Procyonidae,9,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=12bf6022da4c9716b60155041392001c,12bf6022da4c9716b60155041392001c,No,NoDIsponible,,,,,,
1113,Nasua narica,175003,-99.2342,18.9186,,False,5,6.22,Mammalia,Carnivora,Procyonidae,1510,Terrestre,1894,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=12c6c715ecb06227f8c816d35cbdc8e1,12c6c715ecb06227f8c816d35cbdc8e1,No,NoDIsponible,,,,,,
379,Nasua narica,127590,-104.8987222,22.1120833,,False,5,13.53,Mammalia,Carnivora,Procyonidae,820,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1308555a8af71a46f87da5d74af40ca0,1308555a8af71a46f87da5d74af40ca0,No,NoDIsponible,,,,,,
781,Nasua narica,113935,-106.6502308,23.6550791,,False,5,7.06,Mammalia,Carnivora,Procyonidae,318,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=135b969752f5a3d7e63d221d6b122465,135b969752f5a3d7e63d221d6b122465,No,NoDIsponible,,,,,,
907,Nasua narica,247989,-89.9433519,18.5549327,,False,5,10.98,Mammalia,Carnivora,Procyonidae,154,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1384d0494a43eb7512d3dc0adf5c1f5e,1384d0494a43eb7512d3dc0adf5c1f5e,No,NoDIsponible,,,,,,
211,Nasua narica,194707,-97.04065,17.86526,,False,4,0.65,Mammalia,Carnivora,Procyonidae,845,Terrestre,2004,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=13c302926ba9dde4ec6964176aa825f7,13c302926ba9dde4ec6964176aa825f7,No,NoDIsponible,,,,,,
929,Nasua narica,230690,-92.2551191,14.8938616,,False,5,14.65,Mammalia,Carnivora,Procyonidae,156,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=13e3ce781f86d71d649ca1634b2e391e,13e3ce781f86d71d649ca1634b2e391e,No,NoDIsponible,,,,,,
125,Nasua narica,194723,-96.74639,17.58373,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2539,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1414e1cb5921e8122deb0c1b7dde69b1,1414e1cb5921e8122deb0c1b7dde69b1,No,NoDIsponible,,,,,,
1262,Nasua narica,96615,-108.8666667,27.7666667,,False,4,-1.63,Mammalia,Carnivora,Procyonidae,302,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1417960dea30096a5fedc40d5424eb1f,1417960dea30096a5fedc40d5424eb1f,No,NoDIsponible,,,,,,
1175,Nasua narica,256971,-88.8914,21.3925,,False,5,10.34,Mammalia,Carnivora,Procyonidae,8,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=141a2312c29dd8726d53ba34a41eb79b,141a2312c29dd8726d53ba34a41eb79b,No,NoDIsponible,,,,,,
1163,Nasua narica,184810,-97.8216667,18.1605556,,True,3,-18.19,Mammalia,Carnivora,Procyonidae,1564,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=142f16fe01d3c8bfa14dac2adf5ae345,142f16fe01d3c8bfa14dac2adf5ae345,No,NoDIsponible,,,,,,
805,Nasua narica,122971,-105.5686566,22.6919524,,False,5,11.67,Mammalia,Carnivora,Procyonidae,109,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1466ff1e8ad87f43eea53b9f9b1eb4bc,1466ff1e8ad87f43eea53b9f9b1eb4bc,No,NoDIsponible,,,,,,
361,Nasua narica,256579,-89.001947,18.130549,,False,5,16.91,Mammalia,Carnivora,Procyonidae,188,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1470d60364a0790352377c691eb5246f,1470d60364a0790352377c691eb5246f,No,NoDIsponible,,,,,,
861,Nasua narica,122726,-105.4481788,20.4878677,,False,5,15.6,Mammalia,Carnivora,Procyonidae,21,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=149fd1b9d39c821cf0f60b5eb53b9616,149fd1b9d39c821cf0f60b5eb53b9616,No,NoDIsponible,,,,,,
616,Nasua narica,122959,-105.5486152,22.5732002,,False,5,12.66,Mammalia,Carnivora,Procyonidae,79,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=15956e7f0ebb22a34fceeb37a41c6257,15956e7f0ebb22a34fceeb37a41c6257,No,NoDIsponible,,,,,,
448,Nasua narica,265635,-87.5346397,21.3777799,,False,5,12.79,Mammalia,Carnivora,Procyonidae,12,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=15a6e87e4db011c66691d4103f1670cf,15a6e87e4db011c66691d4103f1670cf,No,NoDIsponible,,,,,,
91,Nasua narica,243942,-90.5009167,20.4722222,,False,5,8.59,Mammalia,Carnivora,Procyonidae,,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=15d881073ba33441fe3a14921437806a,15d881073ba33441fe3a14921437806a,Si,NoDIsponible,No,Si,Si,,,
1209,Nasua narica,105418,-107.9138889,27.2113889,,False,4,-0.06,Mammalia,Carnivora,Procyonidae,563,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=15f4e7f8c0d6d65537c44e86578ebe83,15f4e7f8c0d6d65537c44e86578ebe83,No,NoDIsponible,,,,,,
1264,Nasua narica,170747,-99.4966667,23.7438889,,False,4,-7.7,Mammalia,Carnivora,Procyonidae,1404,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=15fc3610c1d9d43f3c6c5bcfd0ed9ebc,15fc3610c1d9d43f3c6c5bcfd0ed9ebc,No,NoDIsponible,,,,,,
976,Nasua narica,113953,-106.5921019,23.5249591,,False,5,5.98,Mammalia,Carnivora,Procyonidae,19,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1793ece5f266f10873a192f2994b15a5,1793ece5f266f10873a192f2994b15a5,No,NoDIsponible,,,,,,
1139,Nasua narica,100962,-108.3208333,26.7075,,False,4,-0.3,Mammalia,Carnivora,Procyonidae,232,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=17a88fa2f9d92b99f4e9f075fa0f37aa,17a88fa2f9d92b99f4e9f075fa0f37aa,No,NoDIsponible,,,,,,
1126,Nasua narica,194822,-97.1036111,18.8494444,,False,5,10.84,Mammalia,Carnivora,Procyonidae,1260,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=18ce553d1d398dda668bfabf8818df19,18ce553d1d398dda668bfabf8818df19,No,NoDIsponible,,,,,,
138,Nasua narica,194723,-96.74444,17.55897,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2413,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=18ed196e51f59224d483676cea124928,18ed196e51f59224d483676cea124928,No,NoDIsponible,,,,,,
921,Nasua narica,122910,-105.6010488,22.3632058,,False,5,12.98,Mammalia,Carnivora,Procyonidae,11,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=192554c936dce0bd50affd2c606bc038,192554c936dce0bd50affd2c606bc038,No,NoDIsponible,,,,,,
799,Nasua narica,122971,-105.5339811,22.6719961,,False,5,11.67,Mammalia,Carnivora,Procyonidae,356,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=192dfd3e2534b8bf1119cbfd8b39fe47,192dfd3e2534b8bf1119cbfd8b39fe47,No,NoDIsponible,,,,,,
1075,Nasua narica,166072,-100.2177778,25.5488889,,False,4,1.31,Mammalia,Carnivora,Procyonidae,582,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=196f6384e7a76dead1eb66e677652773,196f6384e7a76dead1eb66e677652773,No,NoDIsponible,,,,,,
439,Nasua narica,265592,-87.5908099,21.3179497,,False,5,13.83,Mammalia,Carnivora,Procyonidae,26,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1985d2841da042b0373e5526a6218703,1985d2841da042b0373e5526a6218703,No,NoDIsponible,,,,,,
9,Nasua narica,150864,-102.1113611,19.4293056,,False,4,1.96,Mammalia,Carnivora,Procyonidae,1978,Terrestre,2004,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=19e866e73efb412606bdc8eb2c4db2ea,19e866e73efb412606bdc8eb2c4db2ea,No,NoDIsponible,,,,,,
518,Nasua narica,265472,-87.4307802,20.2142233,,False,5,15.33,Mammalia,Carnivora,Procyonidae,10,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1a20b71fb38ccdfe860b86470e67924d,1a20b71fb38ccdfe860b86470e67924d,Si,NoDIsponible,No,Si,Si,,,
1142,Nasua narica,194889,-96.9863889,19.1897222,,False,5,12.38,Mammalia,Carnivora,Procyonidae,1357,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1a5109bb1fa06cc78f25f94597a50992,1a5109bb1fa06cc78f25f94597a50992,No,NoDIsponible,,,,,,
296,Nasua narica,155916,-101.48,21.43,,False,4,-11.64,Mammalia,Carnivora,Procyonidae,2323,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1a8318cfd684d75766d0cd3912b49699,1a8318cfd684d75766d0cd3912b49699,Si,NoDIsponible,No,No,No,,,
788,Nasua narica,209083,-94.9107625,18.4022338,,False,5,22.47,Mammalia,Carnivora,Procyonidae,788,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1aa71a43c01919516ce75d8e78f126f1,1aa71a43c01919516ce75d8e78f126f1,No,NoDIsponible,,,,,,
595,Nasua narica,118453,-106.0308549,23.3884474,,False,5,11.16,Mammalia,Carnivora,Procyonidae,604,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1aae6108ccca20d271f3d6b723f6c2e2,1aae6108ccca20d271f3d6b723f6c2e2,No,NoDIsponible,,,,,,
663,Nasua narica,118452,-105.9837338,23.2899183,,False,5,10.47,Mammalia,Carnivora,Procyonidae,290,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1aca5dc584f76b92f08e983d104fb16a,1aca5dc584f76b92f08e983d104fb16a,No,NoDIsponible,,,,,,
529,Nasua narica,265472,-87.4360547,20.216133,,False,5,15.33,Mammalia,Carnivora,Procyonidae,10,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1b11f0ea73433410cd2388d1d8fce25b,1b11f0ea73433410cd2388d1d8fce25b,Si,NoDIsponible,No,Si,Si,,,
80,Nasua narica,239293,-90.9645833,16.8982222,,False,5,16.88,Mammalia,Carnivora,Procyonidae,143,Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1b498947f0a22b04e2094b02678d8c07,1b498947f0a22b04e2094b02678d8c07,Si,NoDIsponible,No,Si,Si,,,
572,Nasua narica,226805,-92.8040908,18.0005475,,False,5,13.65,Mammalia,Carnivora,Procyonidae,13,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1b4cf5ec81f0517b17a10760d5520a52,1b4cf5ec81f0517b17a10760d5520a52,No,NoDIsponible,,,,,,
889,Nasua narica,265470,-87.4652778,20.1969444,,False,5,17.49,Mammalia,Carnivora,Procyonidae,24,Terrestre,1886,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1b6499b6918fa4eccac835c0d1b88ab4,1b6499b6918fa4eccac835c0d1b88ab4,No,NoDIsponible,,,,,,
354,Nasua narica,127525,-104.8941368,21.51611,,False,5,7,Mammalia,Carnivora,Procyonidae,924,Terrestre,1974,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1b7c8884e44e1383df0104f7582be464,1b7c8884e44e1383df0104f7582be464,No,NoDIsponible,,,,,,
374,Nasua narica,127590,-104.90671,22.11276,,False,5,13.53,Mammalia,Carnivora,Procyonidae,603,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1b92b5bf173341f6ae09db8fe8db00be,1b92b5bf173341f6ae09db8fe8db00be,No,NoDIsponible,,,,,,
914,Nasua narica,226874,-92.6395766,18.4733994,,False,5,12.48,Mammalia,Carnivora,Procyonidae,18,Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1ba5050e76f9d5b1b2fbc5a65a6f5b0a,1ba5050e76f9d5b1b2fbc5a65a6f5b0a,No,NoDIsponible,,,,,,
852,Nasua narica,127257,-105.0446469,19.4977988,,False,5,12.92,Mammalia,Carnivora,Procyonidae,96,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1bfabd5ccb8799a2d28006a1052d16c0,1bfabd5ccb8799a2d28006a1052d16c0,No,NoDIsponible,,,,,,
1242,Nasua narica,194866,-96.8608333,18.9769444,,False,5,17.87,Mammalia,Carnivora,Procyonidae,1257,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c3d87431cb80c5283b23b74976d5c63,1c3d87431cb80c5283b23b74976d5c63,No,NoDIsponible,,,,,,
1310,Nasua narica,226645,-93.1244444,16.9005556,,False,5,18.93,Mammalia,Carnivora,Procyonidae,660,Terrestre,1996,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c424c0d08ec5e10fcc72a3c810aec91,1c424c0d08ec5e10fcc72a3c810aec91,No,NoDIsponible,,,,,,
1249,Nasua narica,185721,-97.8241667,25.8355556,,False,4,0,Mammalia,Carnivora,Procyonidae,20,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c47b61989affdc7bfc4e854ea6bb882,1c47b61989affdc7bfc4e854ea6bb882,No,NoDIsponible,,,,,,
117,Nasua narica,194723,-96.76711,17.57962,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2128,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c4d9f6b69e615c3b4ec528f4d479a4d,1c4d9f6b69e615c3b4ec528f4d479a4d,No,NoDIsponible,,,,,,
1176,Nasua narica,180473,-98.43611,23.20278,,False,5,9.25,Mammalia,Carnivora,Procyonidae,857,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c4f0842192805ac3a720124792153df,1c4f0842192805ac3a720124792153df,No,NoDIsponible,,,,,,
738,Nasua narica,122960,-105.5391311,22.6410063,,False,5,11.62,Mammalia,Carnivora,Procyonidae,340,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c4f358d6afd69d335173a4ec65b1fc4,1c4f358d6afd69d335173a4ec65b1fc4,No,NoDIsponible,,,,,,
1233,Nasua narica,184591,-98.0588889,16.5963889,,False,5,13.4,Mammalia,Carnivora,Procyonidae,473,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c85dffd15ca629bf22120e5b65cf4b0,1c85dffd15ca629bf22120e5b65cf4b0,No,NoDIsponible,,,,,,
1319,Nasua narica,239260,-91.1625,16.8125,,False,5,13.73,Mammalia,Carnivora,Procyonidae,350,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c8ca5999e298de73f325352f099913f,1c8ca5999e298de73f325352f099913f,No,NoDIsponible,,,,,,
277,Nasua narica,132408,-104.24098,23.40193,,False,4,-3.49,Mammalia,Carnivora,Procyonidae,2487,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1c9442cd696c5b5b26e0631adbccc899,1c9442cd696c5b5b26e0631adbccc899,Si,NoDIsponible,No,No,Si,,,
1035,Nasua narica,122957,-105.5748366,22.5888127,,False,5,14.41,Mammalia,Carnivora,Procyonidae,451,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1cbf09e33cf4ce506d261ad7782354a3,1cbf09e33cf4ce506d261ad7782354a3,No,NoDIsponible,,,,,,
617,Nasua narica,122959,-105.5692574,22.5911899,,False,5,12.66,Mammalia,Carnivora,Procyonidae,266,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1d02fede5ec1c6144632afda2f2e02d2,1d02fede5ec1c6144632afda2f2e02d2,No,NoDIsponible,,,,,,
1258,Nasua narica,261347,-88.1469444,21.3880556,,False,5,13.09,Mammalia,Carnivora,Procyonidae,17,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1d338cbc5f72d91fb2e7cc399376fa9a,1d338cbc5f72d91fb2e7cc399376fa9a,No,NoDIsponible,,,,,,
255,Nasua narica,175028,-99.100673,19.0001844,,False,4,3.59,Mammalia,Carnivora,Procyonidae,1940,Terrestre,2017,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1d60f6e8723b2689fe22719c02673eca,1d60f6e8723b2689fe22719c02673eca,No,NoDIsponible,,,,,,
99,Nasua narica,165615,-100.0723,21.48144,,False,4,-7.44,Mammalia,Carnivora,Procyonidae,936,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1de0f225bc293029c21d81ac823de986,1de0f225bc293029c21d81ac823de986,Si,NoDIsponible,No,No,Si,,,
395,Nasua narica,127625,-105.0398889,22.409,,False,5,12.3,Mammalia,Carnivora,Procyonidae,261,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e096698afad10df9535d1c55350e658,1e096698afad10df9535d1c55350e658,No,NoDIsponible,,,,,,
585,Nasua narica,118453,-106.0307905,23.3883688,,False,5,11.16,Mammalia,Carnivora,Procyonidae,604,Terrestre,2014,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e240e273420cfa409172a8e03019107,1e240e273420cfa409172a8e03019107,No,NoDIsponible,,,,,,
1222,Nasua narica,118508,-105.8361111,23.5625,,False,4,-0.34,Mammalia,Carnivora,Procyonidae,1924,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e4406bb4484219cd945306ca94724eb,1e4406bb4484219cd945306ca94724eb,No,NoDIsponible,,,,,,
54,Nasua narica,141663,-103.2225036,22.3227786,,False,4,-5.7,Mammalia,Carnivora,Procyonidae,1827,Terrestre,1892,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e50397eca06c140d558d30856cc649b,1e50397eca06c140d558d30856cc649b,No,NoDIsponible,,,,,,
925,Nasua narica,213739,-94.357938,18.1113775,,False,5,14.66,Mammalia,Carnivora,Procyonidae,19,Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e940ff0ba808389687d6e9dd64fab43,1e940ff0ba808389687d6e9dd64fab43,No,NoDIsponible,,,,,,
761,Nasua narica,170155,-99.5240305,18.6424227,,False,5,9.21,Mammalia,Carnivora,Procyonidae,1494,Terrestre,2016,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1e96d4ea73112e29e114402ddf0e1bd6,1e96d4ea73112e29e114402ddf0e1bd6,No,NoDIsponible,,,,,,
64,Nasua narica,213577,-94.6697222,17.0405556,,False,5,17.51,Mammalia,Carnivora,Procyonidae,362,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1ebbd105c646205e46449a2d3c0464cd,1ebbd105c646205e46449a2d3c0464cd,No,NoDIsponible,,,,,,
486,Nasua narica,269590,-87.3166666,21.3166666,,False,5,14.54,Mammalia,Carnivora,Procyonidae,27,Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1ee04f9b325eb56551cc30c503fc3a3e,1ee04f9b325eb56551cc30c503fc3a3e,No,NoDIsponible,,,,,,
270,Nasua narica,244010,-90.38529,20.897332,,False,5,9.94,Mammalia,Carnivora,Procyonidae,6,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1f10e9a6103ba6b853f5ba1d801131b1,1f10e9a6103ba6b853f5ba1d801131b1,No,NoDIsponible,,,,,,
224,Nasua narica,131959,-104.268683,19.588601,,False,5,8.03,Mammalia,Carnivora,Procyonidae,1940,Terrestre,2009,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1f1b97971b9c492fa3adcc22ca3a9d32,1f1b97971b9c492fa3adcc22ca3a9d32,No,NoDIsponible,,,,,,
139,Nasua narica,194723,-96.74444,17.55897,,False,5,10.95,Mammalia,Carnivora,Procyonidae,2413,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1f4c837cd386013d9ebc462a407e0201,1f4c837cd386013d9ebc462a407e0201,No,NoDIsponible,,,,,,
