,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
2,Eumops auripendulus,226527,-92.8916667,15.7583333,,True,1,-169.44,Mammalia,Chiroptera,Molossidae,1044,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=112d5378c68ad13256def45f88d79fa8,112d5378c68ad13256def45f88d79fa8,No,NoDisponible,Si,,,,
3,Eumops auripendulus,226761,-92.9511111,17.5463889,,False,2,42.62,Mammalia,Chiroptera,Molossidae,55,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=29ec8e7522dfb50a76b7cc77c1c41192,29ec8e7522dfb50a76b7cc77c1c41192,No,NoDisponible,Si,,,,
0,Eumops auripendulus,194720,-96.9138889,18.0319444,,True,0,-432.55,Mammalia,Chiroptera,Molossidae,1137,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2c096b1df759ebc043f98e958201f393,2c096b1df759ebc043f98e958201f393,No,NoDisponible,Si,,,,
4,Eumops auripendulus,226761,-92.9511111,17.5463889,,False,2,42.62,Mammalia,Chiroptera,Molossidae,55,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=96a4217e00b7a30d2ef60caee840c4f4,96a4217e00b7a30d2ef60caee840c4f4,No,NoDisponible,Si,,,,
1,Eumops auripendulus,194720,-96.9138889,18.0319444,,True,0,-432.55,Mammalia,Chiroptera,Molossidae,1137,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=dd67487d959012b7c087343ff0cc5466,dd67487d959012b7c087343ff0cc5466,No,NoDisponible,Si,,,,
