,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
429,Dipodomys simulans,55749,-114.3886947,28.8139592,,False,3,9.81,Mammalia,Rodentia,Heteromyidae,141,Terrestre,1928,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=004344a26f80fc81e4fbf09d16d48f22,004344a26f80fc81e4fbf09d16d48f22,Si,NoDisponible,No,Si,Si,,
369,Dipodomys simulans,46603,-115.2907028,29.6721478,,False,3,16.98,Mammalia,Rodentia,Heteromyidae,448,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=006eff877e2652180b3cfb9984fd8dcd,006eff877e2652180b3cfb9984fd8dcd,No,NoDisponible,,,,,
524,Dipodomys simulans,42243,-115.9929506,31.6441728,,False,3,8.81,Mammalia,Rodentia,Heteromyidae,1112,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0086ff6f791a35c0e3b018301de4363b,0086ff6f791a35c0e3b018301de4363b,Si,NoDisponible,No,No,Si,,
9,Dipodomys simulans,34139,-117.059072,32.3417131,,False,3,6.37,Mammalia,Rodentia,Heteromyidae,11,Terrestre,1906,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0163024cc273bb616d61a5e6dd6c9e40,0163024cc273bb616d61a5e6dd6c9e40,Si,NoDisponible,No,Si,Si,,
433,Dipodomys simulans,51278,-114.8000031,29.8332997,,False,3,15.79,Mammalia,Rodentia,Heteromyidae,704,Terrestre,1952,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01b41c0c4f5920f5c9b31d4ac9e061ed,01b41c0c4f5920f5c9b31d4ac9e061ed,Si,NoDisponible,No,No,Si,,
370,Dipodomys simulans,46603,-115.2907028,29.6721478,,False,3,16.98,Mammalia,Rodentia,Heteromyidae,448,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01c4fd60f6bbafc0a5f37b79ba1d83c4,01c4fd60f6bbafc0a5f37b79ba1d83c4,No,NoDisponible,,,,,
229,Dipodomys simulans,42227,-115.727798,31.367625,,False,3,13.12,Mammalia,Rodentia,Heteromyidae,768,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01d1e786f19f38cfed9f1b0e234db699,01d1e786f19f38cfed9f1b0e234db699,Si,NoDisponible,No,No,Si,,
153,Dipodomys simulans,51607,-114.890278,32.496944,,False,2,1.72,Mammalia,Rodentia,Heteromyidae,27,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01dee079f83214871bcfe595114d29fd,01dee079f83214871bcfe595114d29fd,Si,NoDisponible,No,No,Si,,
125,Dipodomys simulans,60356,-113.754167,28.744306,,False,3,17.12,Mammalia,Rodentia,Heteromyidae,435,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=023932bc0fe5dee0df1089bdb31046af,023932bc0fe5dee0df1089bdb31046af,No,NoDisponible,,,,,
230,Dipodomys simulans,42227,-115.727798,31.367625,,False,3,13.12,Mammalia,Rodentia,Heteromyidae,768,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02c56ac398ef7eafbb5ef720ad113cee,02c56ac398ef7eafbb5ef720ad113cee,Si,NoDisponible,No,No,Si,,
371,Dipodomys simulans,46603,-115.2907028,29.6721478,,False,3,16.98,Mammalia,Rodentia,Heteromyidae,448,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0367ba9eee7162a0c72ccca52356132c,0367ba9eee7162a0c72ccca52356132c,No,NoDisponible,,,,,
42,Dipodomys simulans,42269,-115.930711,32.026938,,False,2,1.64,Mammalia,Rodentia,Heteromyidae,1675,Terrestre,1997,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0385cf6e6ffcd3eab34b39ecac569df2,0385cf6e6ffcd3eab34b39ecac569df2,Si,NoDisponible,No,No,Si,,
483,Dipodomys simulans,42217,-115.6487503,31.1344203,,False,3,12,Mammalia,Rodentia,Heteromyidae,1386,Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05251cdb5c9492dc3d6624f1e83ec89f,05251cdb5c9492dc3d6624f1e83ec89f,Si,NoDisponible,No,No,Si,,
595,Dipodomys simulans,42172,-115.5999985,30.9669991,,False,2,-1.9,Mammalia,Rodentia,Heteromyidae,1883,Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05ff18b20094f7ff41e2e0e473d3fec1,05ff18b20094f7ff41e2e0e473d3fec1,Si,NoDisponible,No,No,Si,,
