,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
4,Euderma maculatum,118860,-106.1363888,26.6997222,,False,2,25.07,Mammalia,Chiroptera,Vespertilionidae,1895,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2f106ecd5e6ec9713f78ce1e331daf14,2f106ecd5e6ec9713f78ce1e331daf14,No,NoDisponible,Si,,,,
5,Euderma maculatum,118860,-106.1363888,26.6997222,,False,2,25.07,Mammalia,Chiroptera,Vespertilionidae,1895,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=39bee8079f09e0e87634dfcfc9de36c2,39bee8079f09e0e87634dfcfc9de36c2,No,NoDisponible,Si,,,,
8,Euderma maculatum,105402,-107.6475,26.9308333,,True,0,-145.65,Mammalia,Chiroptera,Vespertilionidae,1429,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=594576540c72521ab3e9bf552432c9eb,594576540c72521ab3e9bf552432c9eb,No,NoDisponible,Si,,,,
9,Euderma maculatum,123078,-105.7838889,23.6647222,,True,1,-82.47,Mammalia,Chiroptera,Vespertilionidae,1920,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=63b585030f6952a7708498648c5fba8a,63b585030f6952a7708498648c5fba8a,No,NoDisponible,Si,,,,
3,Euderma maculatum,170401,-99.7198333,20.8081667,,False,2,32.28,Mammalia,Chiroptera,Vespertilionidae,2105,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=77a28f5254481c7a561717acf63d8022,77a28f5254481c7a561717acf63d8022,No,NoDisponible,Si,,,,
0,Euderma maculatum,132407,-104.2511111,23.3866667,,False,2,22.67,Mammalia,Chiroptera,Vespertilionidae,2516,Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=83b05a7a94da6d4ad6d67221479b54b3,83b05a7a94da6d4ad6d67221479b54b3,No,NoDisponible,Si,,,,
2,Euderma maculatum,170401,-99.7169444,20.815,,False,2,32.28,Mammalia,Chiroptera,Vespertilionidae,2077,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=873c98fa1db144098dc1c5b94c4260d9,873c98fa1db144098dc1c5b94c4260d9,No,NoDisponible,Si,,,,
6,Euderma maculatum,170406,-99.7391333,21.0315,,False,2,19.45,Mammalia,Chiroptera,Vespertilionidae,1263,Terrestre,1972,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=92cd1aef58243de27d7833801bf0521f,92cd1aef58243de27d7833801bf0521f,No,NoDisponible,Si,,,,
1,Euderma maculatum,132407,-104.2527778,23.3930556,,False,2,22.67,Mammalia,Chiroptera,Vespertilionidae,2514,Terrestre,1977,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9d5ee1e27bcd4ed42f52fdcb1086f58e,9d5ee1e27bcd4ed42f52fdcb1086f58e,No,NoDisponible,Si,,,,
7,Euderma maculatum,170406,-99.73056,21.03889,,False,2,19.45,Mammalia,Chiroptera,Vespertilionidae,1253,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ac9af2f634e0ce72e91db44470a3bb1e,ac9af2f634e0ce72e91db44470a3bb1e,No,NoDisponible,Si,,,,
10,Euderma maculatum,118815,-106.1060556,26.4887222,,False,2,0.85,Mammalia,Chiroptera,Vespertilionidae,2689,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=af90faccfc20e2339f15c11350685ce9,af90faccfc20e2339f15c11350685ce9,No,NoDisponible,Si,,,,
