,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
158,Enchisthenes hartii,222408,-93.6075,16.155,,False,1,38.3,Mammalia,Chiroptera,Phyllostomidae,1386,Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=003b316b870ce70ee709ed59f3310cee,003b316b870ce70ee709ed59f3310cee,No,NoDisponible,Si,,,,
54,Enchisthenes hartii,141377,-103.459669,19.725995,,False,0,19.01,Mammalia,Chiroptera,Phyllostomidae,1507,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00dc5a4b6b3e89d5a6f6d58726d23da8,00dc5a4b6b3e89d5a6f6d58726d23da8,No,NoDisponible,Si,,,,
153,Enchisthenes hartii,222419,-93.5825,16.2013889,,False,2,46.92,Mammalia,Chiroptera,Phyllostomidae,1487,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=021f31fdc4a8611e42b88843ec91cb27,021f31fdc4a8611e42b88843ec91cb27,No,NoDisponible,Si,,,,
53,Enchisthenes hartii,226701,-92.9682835,17.1594444,,False,2,46.21,Mammalia,Chiroptera,Phyllostomidae,1611,Terrestre,1969,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0292edccf98af6dd21bbdf6bf4df2c04,0292edccf98af6dd21bbdf6bf4df2c04,No,NoDisponible,Si,,,,
79,Enchisthenes hartii,230727,-92.466667,15.493216,,False,2,49.2,Mammalia,Chiroptera,Phyllostomidae,1800,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0329c3b628ba1b80c44369a05abf6153,0329c3b628ba1b80c44369a05abf6153,No,NoDisponible,Si,,,,
100,Enchisthenes hartii,194756,-97.0338888,18.1975,,False,1,38.54,Mammalia,Chiroptera,Phyllostomidae,1872,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=047b0f29e27818599b7e34845b61f433,047b0f29e27818599b7e34845b61f433,No,NoDisponible,Si,,,,
12,Enchisthenes hartii,194762,-96.9983333,18.1655556,,False,2,52.62,Mammalia,Chiroptera,Phyllostomidae,2341,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05bfc66666a4605071e95d172af1d56f,05bfc66666a4605071e95d172af1d56f,No,NoDisponible,Si,,,,
130,Enchisthenes hartii,170668,-99.4708333,23.0461111,,False,0,-2.88,Mammalia,Chiroptera,Phyllostomidae,937,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06b973295cb12bc603bea22a6a8a6621,06b973295cb12bc603bea22a6a8a6621,No,NoDisponible,Si,,,,
138,Enchisthenes hartii,230760,-92.1661111,15.6041667,,False,2,56.32,Mammalia,Chiroptera,Phyllostomidae,1096,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=07428af156e851b35207e6b407b47a5d,07428af156e851b35207e6b407b47a5d,No,NoDisponible,Si,,,,
0,Enchisthenes hartii,230688,-92.280248,15.327959,,False,2,50.08,Mammalia,Chiroptera,Phyllostomidae,1868,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0c993a9d1a41615fc2a0030f4b8cca89,0c993a9d1a41615fc2a0030f4b8cca89,No,NoDisponible,Si,,,,
143,Enchisthenes hartii,218014,-94.1358333,16.3772222,,False,0,19.94,Mammalia,Chiroptera,Phyllostomidae,233,Terrestre,1991,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0ca030910f0f692110eb2b8f9ab122c8,0ca030910f0f692110eb2b8f9ab122c8,No,NoDisponible,Si,,,,
23,Enchisthenes hartii,230713,-92.1127778,15.12,,False,3,70.67,Mammalia,Chiroptera,Phyllostomidae,3138,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0de9c09a8b5939dfd7b11c0131c249e4,0de9c09a8b5939dfd7b11c0131c249e4,No,NoDisponible,Si,,,,
133,Enchisthenes hartii,208865,-95.0847222,16.5,,False,0,6.89,Mammalia,Chiroptera,Phyllostomidae,42,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0f6aef46baa3b858755b176708bd305e,0f6aef46baa3b858755b176708bd305e,No,NoDisponible,Si,,,,
113,Enchisthenes hartii,239187,-91.308,16.2025556,,False,0,27.86,Mammalia,Chiroptera,Phyllostomidae,275,Terrestre,2002,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=10cd4aa2324392f060e5931a11f46b18,10cd4aa2324392f060e5931a11f46b18,No,NoDisponible,Si,,,,
34,Enchisthenes hartii,226545,-92.8211111,15.6563888,,False,2,50.17,Mammalia,Chiroptera,Phyllostomidae,2083,Terrestre,1983,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1223099b7332ed4aae4e668723435c3b,1223099b7332ed4aae4e668723435c3b,No,NoDisponible,Si,,,,
103,Enchisthenes hartii,180175,-98.6266666,20.9872222,,False,1,38.21,Mammalia,Chiroptera,Phyllostomidae,1455,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=15c3c46a6b2a989e01e8c0dbd5db13eb,15c3c46a6b2a989e01e8c0dbd5db13eb,No,NoDisponible,Si,,No,,
142,Enchisthenes hartii,222404,-93.5944444,15.9755556,,False,1,30.22,Mammalia,Chiroptera,Phyllostomidae,297,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=17d3b11003b7b01927dfa0967e6b38d5,17d3b11003b7b01927dfa0967e6b38d5,No,NoDisponible,Si,,,,
40,Enchisthenes hartii,226545,-92.8069444,15.6569444,,False,2,50.17,Mammalia,Chiroptera,Phyllostomidae,1981,Terrestre,1987,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1849e98e99d1f83c858d162fe9562f00,1849e98e99d1f83c858d162fe9562f00,No,NoDisponible,Si,,,,
55,Enchisthenes hartii,141377,-103.459669,19.725995,,False,0,19.01,Mammalia,Chiroptera,Phyllostomidae,1507,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1930df39168eea8491d50deaabbb2d1a,1930df39168eea8491d50deaabbb2d1a,No,NoDisponible,Si,,,,
72,Enchisthenes hartii,230727,-92.4658333,15.4847222,,False,2,49.2,Mammalia,Chiroptera,Phyllostomidae,1902,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=19ca33f4efe03df39df9417e984c71fe,19ca33f4efe03df39df9417e984c71fe,No,NoDisponible,Si,,,,
111,Enchisthenes hartii,141206,-103.4769278,18.5737806,,False,0,16.12,Mammalia,Chiroptera,Phyllostomidae,560,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1bf1bda5c287bfed82395d32d2c5f28c,1bf1bda5c287bfed82395d32d2c5f28c,No,NoDisponible,Si,,,,
148,Enchisthenes hartii,230659,-92.465,14.7869444,,False,0,5.52,Mammalia,Chiroptera,Phyllostomidae,13,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1d9f6ca6829a7ad7beb3ff33fe597042,1d9f6ca6829a7ad7beb3ff33fe597042,No,NoDisponible,Si,,,,
84,Enchisthenes hartii,175503,-99.192116,23.0998192,,False,0,18.29,Mammalia,Chiroptera,Phyllostomidae,1160,Terrestre,1967,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1dd1e2225e9c6e77e097bde5707b92e8,1dd1e2225e9c6e77e097bde5707b92e8,No,NoDisponible,Si,,,,
151,Enchisthenes hartii,226690,-93.1180556,17.1013889,,False,2,53.96,Mammalia,Chiroptera,Phyllostomidae,1493,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1fc030dfc777114a04ebbc58c62b55ce,1fc030dfc777114a04ebbc58c62b55ce,No,NoDisponible,Si,,,,
3,Enchisthenes hartii,230688,-92.2866667,15.325,,False,2,50.08,Mammalia,Chiroptera,Phyllostomidae,1800,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=22520026fcb9be7a996f05e1c5faca5a,22520026fcb9be7a996f05e1c5faca5a,No,NoDisponible,Si,,,,
46,Enchisthenes hartii,226702,-92.9694444,17.2125,,False,3,61.74,Mammalia,Chiroptera,Phyllostomidae,1649,Terrestre,1991,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=24ae3d95c7940188a2459bd2969a271e,24ae3d95c7940188a2459bd2969a271e,No,NoDisponible,Si,,,,
41,Enchisthenes hartii,226545,-92.8069444,15.6569444,,False,2,50.17,Mammalia,Chiroptera,Phyllostomidae,1981,Terrestre,1987,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2524c35aa6cb364888c8ee11b04c339e,2524c35aa6cb364888c8ee11b04c339e,No,NoDisponible,Si,,,,
