,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
19,Erethizon dorsatum,175142,-99.170371,19.973414,,True,1,-142.1,Mammalia,Rodentia,Erethizontidae,2195,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=007ba7f4726e45d866407d6e5a2af234,007ba7f4726e45d866407d6e5a2af234,Si,NoDisponible,No,No,No,,
42,Erethizon dorsatum,101014,-108.6505556,27.5561111,,False,2,-66.93,Mammalia,Rodentia,Erethizontidae,1266,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=09a40df4699d44e0e251d77837b377ff,09a40df4699d44e0e251d77837b377ff,No,NoDisponible,,,,,
35,Erethizon dorsatum,83271,-110.8591667,30.7780556,,False,2,13.7,Mammalia,Rodentia,Erethizontidae,852,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b830582d4970051ba73f1b8c622d544,0b830582d4970051ba73f1b8c622d544,No,NoDisponible,,,,,
20,Erethizon dorsatum,151133,-102.1416667,21.775,,True,1,-80.23,Mammalia,Rodentia,Erethizontidae,1997,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=139d70ca5610a0f546e31a62af361fb6,139d70ca5610a0f546e31a62af361fb6,Si,NoDisponible,No,No,Si,,
13,Erethizon dorsatum,151171,-102.2416667,21.875,,True,1,-126.1,Mammalia,Rodentia,Erethizontidae,1924,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=13af4659d5bd7ba82f7a46e1be11d130,13af4659d5bd7ba82f7a46e1be11d130,Si,NoDisponible,No,No,Si,,
32,Erethizon dorsatum,156901,-101.4127486,29.2593463,,True,1,-116.38,Mammalia,Rodentia,Erethizontidae,498,Terrestre,2012,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=18321d9d39d9815a19235f546fdb1bf1,18321d9d39d9815a19235f546fdb1bf1,No,NoDisponible,,,,,
1,Erethizon dorsatum,170712,-99.9125,23.9558333,,True,0,-212.14,Mammalia,Rodentia,Erethizontidae,2233,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2218294880480760baa25d32bc2906b5,2218294880480760baa25d32bc2906b5,Si,NoDisponible,No,No,Si,,
46,Erethizon dorsatum,156836,-101.3875,28.7125,,True,1,-88.04,Mammalia,Rodentia,Erethizontidae,659,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=227f9199590f0cdd5a0c4b07a88da96e,227f9199590f0cdd5a0c4b07a88da96e,No,NoDisponible,,,,,
2,Erethizon dorsatum,170712,-99.9125,23.9558333,,True,0,-212.14,Mammalia,Rodentia,Erethizontidae,2233,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=25c9ca0392ce7bf7fb8c6717ff6cdcf2,25c9ca0392ce7bf7fb8c6717ff6cdcf2,Si,NoDisponible,No,No,Si,,
41,Erethizon dorsatum,105978,-107.6166667,31.4833333,,False,2,-68.09,Mammalia,Rodentia,Erethizontidae,1219,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2b42b2f90f41e69b153f5f8c37eccea9,2b42b2f90f41e69b153f5f8c37eccea9,No,NoDisponible,,,,,
14,Erethizon dorsatum,151171,-102.2416667,21.875,,True,1,-126.1,Mammalia,Rodentia,Erethizontidae,1924,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=2e878dd300066f0c1d36cd2a0389ec71,2e878dd300066f0c1d36cd2a0389ec71,Si,NoDisponible,No,No,Si,,
37,Erethizon dorsatum,100962,-108.3208333,26.7075,,False,2,4.06,Mammalia,Rodentia,Erethizontidae,232,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3952ed4e0baeb1f94d03613f23e81078,3952ed4e0baeb1f94d03613f23e81078,No,NoDisponible,,,,,
3,Erethizon dorsatum,170712,-99.9125,23.9558333,,True,0,-212.14,Mammalia,Rodentia,Erethizontidae,2233,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=3c5525f6fb5e3f2182ff9288b69f526a,3c5525f6fb5e3f2182ff9288b69f526a,Si,NoDisponible,No,No,Si,,
34,Erethizon dorsatum,83271,-110.85639,30.77806,,False,2,13.7,Mammalia,Rodentia,Erethizontidae,838,Terrestre,1958,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4824608f6dbe451c2adbfbabe2a58554,4824608f6dbe451c2adbfbabe2a58554,No,NoDisponible,,,,,
15,Erethizon dorsatum,151171,-102.2416667,21.875,,True,1,-126.1,Mammalia,Rodentia,Erethizontidae,1924,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4ac89cc29f3652dc073a35b2bbbf1bac,4ac89cc29f3652dc073a35b2bbbf1bac,Si,NoDisponible,No,No,Si,,
28,Erethizon dorsatum,151125,-102.3,21.8,,True,1,-91.52,Mammalia,Rodentia,Erethizontidae,1867,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=4b5007cb9ae62e71c284c4aebaa0d033,4b5007cb9ae62e71c284c4aebaa0d033,Si,NoDisponible,No,No,Si,,
4,Erethizon dorsatum,170712,-99.9125,23.9558333,,True,0,-212.14,Mammalia,Rodentia,Erethizontidae,2233,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=501ede44898bad9fa0cc2d7ca8509e8f,501ede44898bad9fa0cc2d7ca8509e8f,Si,NoDisponible,No,No,Si,,
5,Erethizon dorsatum,170712,-99.9125,23.9558333,,True,0,-212.14,Mammalia,Rodentia,Erethizontidae,2233,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=53c1ab2a2dd59b5cd0efe9eceec51246,53c1ab2a2dd59b5cd0efe9eceec51246,Si,NoDisponible,No,No,Si,,
11,Erethizon dorsatum,161007,-100.6583333,23.6583333,,True,1,-123.85,Mammalia,Rodentia,Erethizontidae,1627,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=58251e3a4f3c96f1f4e81fe37fff2545,58251e3a4f3c96f1f4e81fe37fff2545,Si,NoDisponible,No,No,No,,
16,Erethizon dorsatum,151171,-102.2416667,21.875,,True,1,-126.1,Mammalia,Rodentia,Erethizontidae,1924,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5d0abaf5f00784e59d20dc8e587d709b,5d0abaf5f00784e59d20dc8e587d709b,Si,NoDisponible,No,No,Si,,
47,Erethizon dorsatum,156836,-101.3875,28.7125,,True,1,-88.04,Mammalia,Rodentia,Erethizontidae,659,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5efce10254ea15dc9e0c4eba070a9370,5efce10254ea15dc9e0c4eba070a9370,No,NoDisponible,,,,,
21,Erethizon dorsatum,151133,-102.1416667,21.775,,True,1,-80.23,Mammalia,Rodentia,Erethizontidae,1997,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=61ce60a884c51195fee82b5cd1c3941b,61ce60a884c51195fee82b5cd1c3941b,Si,NoDisponible,No,No,Si,,
36,Erethizon dorsatum,100962,-108.32583,26.70861,,False,2,4.06,Mammalia,Rodentia,Erethizontidae,234,Terrestre,1962,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=655c494ca77712102e9a8f4587d2114e,655c494ca77712102e9a8f4587d2114e,No,NoDisponible,,,,,
43,Erethizon dorsatum,82923,-110.4552778,27.6530556,,False,2,-39.61,Mammalia,Rodentia,Erethizontidae,14,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=6c3c971582e7b5273949a794e18b6f5f,6c3c971582e7b5273949a794e18b6f5f,No,NoDisponible,,,,,
6,Erethizon dorsatum,170712,-99.9125,23.9558333,,True,0,-212.14,Mammalia,Rodentia,Erethizontidae,2233,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=7771f298733092219b7dbd471bbab709,7771f298733092219b7dbd471bbab709,Si,NoDisponible,No,No,Si,,
22,Erethizon dorsatum,151133,-102.1416667,21.775,,True,1,-80.23,Mammalia,Rodentia,Erethizontidae,1997,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=7d9ff15c5d62a028e19b8d4036c90ea6,7d9ff15c5d62a028e19b8d4036c90ea6,Si,NoDisponible,No,No,Si,,
17,Erethizon dorsatum,151171,-102.2416667,21.875,,True,1,-126.1,Mammalia,Rodentia,Erethizontidae,1924,Terrestre,9999,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=82a490bccb5e7def55c69149bc49ff6f,82a490bccb5e7def55c69149bc49ff6f,Si,NoDisponible,No,No,Si,,
23,Erethizon dorsatum,151133,-102.1416667,21.775,,True,1,-80.23,Mammalia,Rodentia,Erethizontidae,1997,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8e8106836b0e742e1ef82fe2de0031a0,8e8106836b0e742e1ef82fe2de0031a0,Si,NoDisponible,No,No,Si,,
39,Erethizon dorsatum,151775,-102.0672222,27.0047222,,True,1,-131.67,Mammalia,Rodentia,Erethizontidae,765,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8fc06495e4cc4d08c969c04e619ed00c,8fc06495e4cc4d08c969c04e619ed00c,No,NoDisponible,,,,,
