,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,MapaUSV,DistHistorica
19,Anaxyrus kelloggi,82931,-110.575,27.925,,False,2,10.97,Amphibia,Anura,Bufonidae,15,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=004575c81b160b298e99d190cdc45541,004575c81b160b298e99d190cdc45541,No,NoDisponible,,,,,,,
243,Anaxyrus kelloggi,82927,-110.4084441,27.758213,,False,2,13.47,Amphibia,Anura,Bufonidae,12,Dulceacuícola; Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=009bbb42784e9ada2cc88081d1e16ccf,009bbb42784e9ada2cc88081d1e16ccf,No,NoDisponible,,,,,,,
400,Anaxyrus kelloggi,122928,-105.220257,22.1,,False,2,9.25,Amphibia,Anura,Bufonidae,19,Dulceacuícola; Terrestre,1954,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00e145196793a55fcbb70573cb342bf8,00e145196793a55fcbb70573cb342bf8,Si,NoDisponible,No,,Si,,,,
83,Anaxyrus kelloggi,96543,-109,27.5,,False,1,-5.28,Amphibia,Anura,Bufonidae,1038,Dulceacuícola; Terrestre,1968,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0144dbd7b8751b18a89592350fd78ef3,0144dbd7b8751b18a89592350fd78ef3,Si,NoDisponible,No,,Si,,,,
293,Anaxyrus kelloggi,92020,-109.4103828,27.45,,False,2,4.72,Amphibia,Anura,Bufonidae,272,Dulceacuícola; Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01d8bd8e510322e0465163642d7a5d8b,01d8bd8e510322e0465163642d7a5d8b,No,NoDisponible,,,,,,,
456,Anaxyrus kelloggi,91959,-109.4324999,27.0247777,,False,2,14.75,Amphibia,Anura,Bufonidae,41,Dulceacuícola; Terrestre,1959,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02357ca967d94af06be16ec82db03436,02357ca967d94af06be16ec82db03436,No,NoDisponible,,,,,,,
419,Anaxyrus kelloggi,73896,-111.730446,28.83,,False,2,2.95,Amphibia,Anura,Bufonidae,19,Dulceacuícola; Terrestre,1963,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0238fe210ff40e73ebdd6bc41b40a4b9,0238fe210ff40e73ebdd6bc41b40a4b9,Si,NoDisponible,No,,Si,,,,
74,Anaxyrus kelloggi,113915,-106.4202902,23.24,,False,2,8.55,Amphibia,Anura,Bufonidae,6,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02d149df1448c11987f3c707562dcaa0,02d149df1448c11987f3c707562dcaa0,No,NoDisponible,,,,,,,
374,Anaxyrus kelloggi,118452,-106.0002808,23.32,,False,2,7.28,Amphibia,Anura,Bufonidae,235,Dulceacuícola; Terrestre,1960,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=030097eb0fef5bd22158e47c57a2a4ae,030097eb0fef5bd22158e47c57a2a4ae,Si,NoDisponible,No,,Si,,,,
227,Anaxyrus kelloggi,91960,-109.39,27.07,,False,2,14.43,Amphibia,Anura,Bufonidae,70,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=03a6d7f5d2dacd8ddc255008dee4165c,03a6d7f5d2dacd8ddc255008dee4165c,No,NoDisponible,,,,,,,
