,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
319,Chiropterotriton chondrostega,170700,-99.81,23.55,,True,1,-9.93,Amphibia,Caudata,Plethodontidae,1826,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0090662e0791589c7e9b9373afadb329,0090662e0791589c7e9b9373afadb329,Si,NoDisponible,Si,Si,Si,,
79,Chiropterotriton chondrostega,180127,-98.6374999,20.6774999,,False,5,38.38,Amphibia,Caudata,Plethodontidae,1586,Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00a0b2fb41a03c25c40f5ab65a8bc045,00a0b2fb41a03c25c40f5ab65a8bc045,No,NoDisponible,,,,,
299,Chiropterotriton chondrostega,170429,-99.5577778,21.2075,,False,4,27.31,Amphibia,Caudata,Plethodontidae,1137,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01147a4ab9bd69dd41c61d1e8d9e9079,01147a4ab9bd69dd41c61d1e8d9e9079,Si,NoDisponible,Si,Si,Si,,
10,Chiropterotriton chondrostega,175500,-99.1902778,23.0361111,,False,4,25.42,Amphibia,Caudata,Plethodontidae,875,Terrestre,1949,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0270096da135b0978e3aedf3e2ea97fd,0270096da135b0978e3aedf3e2ea97fd,No,NoDisponible,,,,,
96,Chiropterotriton chondrostega,180124,-98.6583333,20.6583333,,False,5,34.54,Amphibia,Caudata,Plethodontidae,2015,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02e7d2eda3965287fe32b5634a1f7638,02e7d2eda3965287fe32b5634a1f7638,No,NoDisponible,,,,,
58,Chiropterotriton chondrostega,180127,-98.6583333,20.725,,False,5,38.38,Amphibia,Caudata,Plethodontidae,1624,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=03f8a737e9e2fe56b10f708ce53d46b7,03f8a737e9e2fe56b10f708ce53d46b7,No,NoDisponible,,,,,
130,Chiropterotriton chondrostega,180124,-98.6547222,20.6430555,,False,5,34.54,Amphibia,Caudata,Plethodontidae,1957,Terrestre,1974,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0456009e72f6c8f228d992dcf0573221,0456009e72f6c8f228d992dcf0573221,No,NoDisponible,,,,,
97,Chiropterotriton chondrostega,180124,-98.6583333,20.6583333,,False,5,34.54,Amphibia,Caudata,Plethodontidae,2015,Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=04bbd03ff6cc948d81a187626eb9ebbb,04bbd03ff6cc948d81a187626eb9ebbb,No,NoDisponible,,,,,
93,Chiropterotriton chondrostega,180143,-98.3399999,20.41,,False,5,37.34,Amphibia,Caudata,Plethodontidae,1199,Terrestre,1952,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05125873b5b93a5b9d93b574fea87ffd,05125873b5b93a5b9d93b574fea87ffd,No,NoDisponible,,,,,
11,Chiropterotriton chondrostega,175500,-99.1902778,23.0361111,,False,4,25.42,Amphibia,Caudata,Plethodontidae,875,Terrestre,1949,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05e237059871263b61c6665b257e14b9,05e237059871263b61c6665b257e14b9,No,NoDisponible,,,,,
