,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,MapaUSV,DistHistorica
240,Ptychohyla euthysanota,230722,-92.52,15.4458333,,False,3,51.35,Amphibia,Anura,Hylidae,1111,Dulceacuícola; Terrestre,1940,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00259d46c00280df3807f528adf355bd,00259d46c00280df3807f528adf355bd,No,NoDisponible,,,,,,,
118,Ptychohyla euthysanota,230723,-92.4899343,15.3769,,False,3,52.19,Amphibia,Anura,Hylidae,809,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01da3e0fcc976b2b286fb593453c0eb4,01da3e0fcc976b2b286fb593453c0eb4,No,NoDisponible,,,,,,,
271,Ptychohyla euthysanota,222400,-93.1919444,15.8802778,,False,3,53.11,Amphibia,Anura,Hylidae,1230,Dulceacuícola; Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0363093fee0ce5c755bdbe791b040344,0363093fee0ce5c755bdbe791b040344,No,NoDisponible,,,,,,,
51,Ptychohyla euthysanota,222419,-93.609444,16.1980555,,False,3,47.46,Amphibia,Anura,Hylidae,2291,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=052a6fa19b10092817566fde8d89a501,052a6fa19b10092817566fde8d89a501,No,NoDisponible,,,,,,,
262,Ptychohyla euthysanota,218058,-94.1267222,16.5272222,,False,2,33.6,Amphibia,Anura,Hylidae,935,Dulceacuícola; Terrestre,2003,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=058adf6b82d7fde8b6d488d696ca9bc6,058adf6b82d7fde8b6d488d696ca9bc6,No,NoDisponible,,,,,,,
32,Ptychohyla euthysanota,226517,-93.0688889,15.8022222,,False,3,55.68,Amphibia,Anura,Hylidae,1351,Dulceacuícola; Terrestre,1994,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06a19ae05a45880a00baa059eaf1f6cc,06a19ae05a45880a00baa059eaf1f6cc,No,NoDisponible,,,,,,,
20,Ptychohyla euthysanota,226517,-93.0669444,15.8013889,,False,3,55.68,Amphibia,Anura,Hylidae,1325,Dulceacuícola; Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=074133b51bc2d5150e9677b7a5a9ee12,074133b51bc2d5150e9677b7a5a9ee12,No,NoDisponible,,,,,,,
82,Ptychohyla euthysanota,230911,-92.025,16.9083333,,False,2,24.17,Amphibia,Anura,Hylidae,921,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0770a631ec5f1e2cfbff42c50a1e6a2e,0770a631ec5f1e2cfbff42c50a1e6a2e,Si,NoDisponible,No,,Si,,,,
41,Ptychohyla euthysanota,226533,-92.8066667,15.5405556,,False,3,41.09,Amphibia,Anura,Hylidae,938,Dulceacuícola; Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08967e90d97b1d0ee0629bf6c7d0350e,08967e90d97b1d0ee0629bf6c7d0350e,No,NoDisponible,,,,,,,
72,Ptychohyla euthysanota,226545,-92.8072222,15.6561111,,False,3,49.75,Amphibia,Anura,Hylidae,1984,Dulceacuícola; Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0906618ac2a6f790b4720224ab5a78f2,0906618ac2a6f790b4720224ab5a78f2,No,NoDisponible,,,,,,,
99,Ptychohyla euthysanota,222575,-93.1580556,17.1663889,,False,3,38.9,Amphibia,Anura,Hylidae,1747,Dulceacuícola; Terrestre,1996,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=09916ac388f742397329789d7ead3d54,09916ac388f742397329789d7ead3d54,Si,NoDisponible,No,,Si,,,,
160,Ptychohyla euthysanota,222478,-93.5430556,16.6805556,,False,2,21.54,Amphibia,Anura,Hylidae,617,Dulceacuícola; Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0a82a6bda4f0fc7d104c699755eacbc5,0a82a6bda4f0fc7d104c699755eacbc5,Si,NoDisponible,Si,Si,Si,,,,
86,Ptychohyla euthysanota,189538,-97.4416667,16.025,,False,2,27.34,Amphibia,Anura,Hylidae,32,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0aede1e6f9bc0b30acc8f06e0a2e84ae,0aede1e6f9bc0b30acc8f06e0a2e84ae,Si,NoDisponible,No,,No,,,,
241,Ptychohyla euthysanota,230722,-92.52,15.4458333,,False,3,51.35,Amphibia,Anura,Hylidae,1111,Dulceacuícola; Terrestre,1940,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b6b878956454bcb422bb8454b1ce0bc,0b6b878956454bcb422bb8454b1ce0bc,No,NoDisponible,,,,,,,
92,Ptychohyla euthysanota,226647,-93.0388889,16.8558333,,False,3,41.24,Amphibia,Anura,Hylidae,1201,Dulceacuícola; Terrestre,2005,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0c202327b5196b8922e639303fa99973,0c202327b5196b8922e639303fa99973,Si,NoDisponible,No,,Si,,,,
130,Ptychohyla euthysanota,226683,-92.6332414,16.7367,,False,1,-0.05,Amphibia,Anura,Hylidae,2140,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0cc5abef499ee135da2a5e9c6bf165b6,0cc5abef499ee135da2a5e9c6bf165b6,Si,NoDisponible,No,,Si,,,,
260,Ptychohyla euthysanota,218058,-94.1283333,16.5288889,,False,2,33.6,Amphibia,Anura,Hylidae,948,Dulceacuícola; Terrestre,2003,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0d3fdaf22ec8e4f018eaa99d0332e93d,0d3fdaf22ec8e4f018eaa99d0332e93d,No,NoDisponible,,,,,,,
93,Ptychohyla euthysanota,226647,-93.0388889,16.8558333,,False,3,41.24,Amphibia,Anura,Hylidae,1201,Dulceacuícola; Terrestre,2005,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0db2bc6d9b9bf3be6672d17484a18f1e,0db2bc6d9b9bf3be6672d17484a18f1e,Si,NoDisponible,No,,Si,,,,
259,Ptychohyla euthysanota,230668,-92.275,14.9083333,,False,2,28.74,Amphibia,Anura,Hylidae,155,Dulceacuícola; Terrestre,1985,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0f7c24d507aec5c2b4b0c0b54c26672c,0f7c24d507aec5c2b4b0c0b54c26672c,Si,NoDisponible,Si,Si,Si,,,,
242,Ptychohyla euthysanota,230722,-92.52,15.4458333,,False,3,51.35,Amphibia,Anura,Hylidae,1111,Dulceacuícola; Terrestre,1940,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0f8359955a257fe4b7e342d781f2a9db,0f8359955a257fe4b7e342d781f2a9db,No,NoDisponible,,,,,,,
6,Ptychohyla euthysanota,226517,-93.0661111,15.8008333,,False,3,55.68,Amphibia,Anura,Hylidae,1322,Dulceacuícola; Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1001e0d8527e73ebe37717eeab84b314,1001e0d8527e73ebe37717eeab84b314,No,NoDisponible,,,,,,,
263,Ptychohyla euthysanota,218058,-94.1267222,16.5272222,,False,2,33.6,Amphibia,Anura,Hylidae,935,Dulceacuícola; Terrestre,2003,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=10e5f9ae7c4c0b5218443e45bd2b0418,10e5f9ae7c4c0b5218443e45bd2b0418,No,NoDisponible,,,,,,,
181,Ptychohyla euthysanota,226544,-92.5698447,15.5877558,,False,3,43.12,Amphibia,Anura,Hylidae,1288,Dulceacuícola; Terrestre,2011,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=117624dcbfd1ef07f02c604c694185bc,117624dcbfd1ef07f02c604c694185bc,No,NoDisponible,,,,,,,
184,Ptychohyla euthysanota,226641,-93.1107005,16.7402424,,False,2,24.64,Amphibia,Anura,Hylidae,554,Dulceacuícola; Terrestre,2015,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1376a12f2dd4e16abcaf9aa6c78262a8,1376a12f2dd4e16abcaf9aa6c78262a8,Si,NoDisponible,No,,Si,,,,
210,Ptychohyla euthysanota,226539,-92.6319444,15.3777778,,False,2,38.1,Amphibia,Anura,Hylidae,403,Dulceacuícola; Terrestre,1940,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1471ee2fdb33aa8ee4f3e15436a6a042,1471ee2fdb33aa8ee4f3e15436a6a042,No,NoDisponible,,,,,,,
94,Ptychohyla euthysanota,226647,-93.0388889,16.8558333,,False,3,41.24,Amphibia,Anura,Hylidae,1201,Dulceacuícola; Terrestre,2005,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=17415d4cd5b22792afbb14ad555811c3,17415d4cd5b22792afbb14ad555811c3,Si,NoDisponible,No,,Si,,,,
7,Ptychohyla euthysanota,226517,-93.0661111,15.8008333,,False,3,55.68,Amphibia,Anura,Hylidae,1322,Dulceacuícola; Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=19254ee2ea553525ea943782f89b89c1,19254ee2ea553525ea943782f89b89c1,No,NoDisponible,,,,,,,
