,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente
224,Bolitoglossa occidentalis,226517,-93.0705556,15.8158333,,False,3,49.04,Amphibia,Caudata,Plethodontidae,1647,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=006afa06b43db322c08a44c0f304cfe4,006afa06b43db322c08a44c0f304cfe4,Si,NoDisponible,Si,Si,Si,,
185,Bolitoglossa occidentalis,218052,-94.1625,16.55,,False,1,25.71,Amphibia,Caudata,Plethodontidae,1551,Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00795544f2097f0df7632ef60bc77033,00795544f2097f0df7632ef60bc77033,Si,NoDisponible,Si,Si,Si,,
331,Bolitoglossa occidentalis,209080,-95.0666666,18.5749999,,False,0,21.53,Amphibia,Caudata,Plethodontidae,93,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00eca8ecf924ceba590ccb69fb09ec01,00eca8ecf924ceba590ccb69fb09ec01,Si,NoDisponible,Si,Si,No,,
46,Bolitoglossa occidentalis,222519,-93.2974999,16.8886111,,False,1,31.13,Amphibia,Caudata,Plethodontidae,932,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=010f4ee48a85125e79a68fa345dd7376,010f4ee48a85125e79a68fa345dd7376,No,NoDisponible,,,,,
216,Bolitoglossa occidentalis,226517,-93.0686111,15.8097222,,False,3,49.04,Amphibia,Caudata,Plethodontidae,1508,Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01265a67c8e462bbda8b5488b99f2143,01265a67c8e462bbda8b5488b99f2143,Si,NoDisponible,Si,Si,Si,,
861,Bolitoglossa occidentalis,226539,-92.6208333,15.3625,,False,1,33.57,Amphibia,Caudata,Plethodontidae,211,Terrestre,1940,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=012d69434c1066014c23c24e9821fea8,012d69434c1066014c23c24e9821fea8,No,NoDisponible,,,,,
186,Bolitoglossa occidentalis,218052,-94.1877778,16.5666667,,False,1,25.71,Amphibia,Caudata,Plethodontidae,1394,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01cbc1bd9691004c64d5b7a2000592b6,01cbc1bd9691004c64d5b7a2000592b6,Si,NoDisponible,Si,Si,Si,,
460,Bolitoglossa occidentalis,230696,-92.1452777,15.0363888,,False,2,38.53,Amphibia,Caudata,Plethodontidae,744,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02007dcf9f1956a3a8d2d3607800120b,02007dcf9f1956a3a8d2d3607800120b,No,NoDisponible,,,,,
628,Bolitoglossa occidentalis,226537,-92.6541667,15.3622222,,False,1,25.32,Amphibia,Caudata,Plethodontidae,137,Terrestre,1978,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0272ae40b738912ea44e0fd4f8ae2d40,0272ae40b738912ea44e0fd4f8ae2d40,No,NoDisponible,,,,,
309,Bolitoglossa occidentalis,209077,-95.14046,18.50828,,False,2,42.19,Amphibia,Caudata,Plethodontidae,1102,Terrestre,1960,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02c52814eb97aa1a75a0cec1f5c22782,02c52814eb97aa1a75a0cec1f5c22782,Si,NoDisponible,Si,Si,No,,
99,Bolitoglossa occidentalis,222419,-93.6027778,16.1747222,,False,2,38.47,Amphibia,Caudata,Plethodontidae,1672,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=02d729bcf5607cf8b76823c70920b1a5,02d729bcf5607cf8b76823c70920b1a5,Si,NoDisponible,Si,Si,Si,,
391,Bolitoglossa occidentalis,230693,-92.2525,14.9625,,False,1,31.26,Amphibia,Caudata,Plethodontidae,332,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=031d644abb57df5d047a5bdfbc96cbc1,031d644abb57df5d047a5bdfbc96cbc1,No,NoDisponible,,,,,
33,Bolitoglossa occidentalis,222519,-93.3213888,16.8680555,,False,1,31.13,Amphibia,Caudata,Plethodontidae,1107,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=031f66fa747cb0045b7742a28afea75a,031f66fa747cb0045b7742a28afea75a,No,NoDisponible,,,,,
34,Bolitoglossa occidentalis,222519,-93.3213888,16.8680555,,False,1,31.13,Amphibia,Caudata,Plethodontidae,1107,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=03c16b02b8276ca0640ee61e842a79d5,03c16b02b8276ca0640ee61e842a79d5,No,NoDisponible,,,,,
777,Bolitoglossa occidentalis,209055,-95.20077,18.55764,,False,2,42.96,Amphibia,Caudata,Plethodontidae,1661,Terrestre,1953,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=045035a004e40ba44f1df25f2872477a,045035a004e40ba44f1df25f2872477a,Si,NoDisponible,Si,Si,No,,
61,Bolitoglossa occidentalis,222519,-93.2836111,16.8866667,,False,1,31.13,Amphibia,Caudata,Plethodontidae,962,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=048f43b6813a057483cc3f055b0bad90,048f43b6813a057483cc3f055b0bad90,No,NoDisponible,,,,,
86,Bolitoglossa occidentalis,218056,-94.175,16.7055556,,False,0,19.81,Amphibia,Caudata,Plethodontidae,969,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=052db72535615e7013d93b36fe21c88a,052db72535615e7013d93b36fe21c88a,No,NoDisponible,,,,,
19,Bolitoglossa occidentalis,222519,-93.3289997,16.8779997,,False,1,31.13,Amphibia,Caudata,Plethodontidae,1056,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0533bd8fd4b84009fb2d223f62b3dbee,0533bd8fd4b84009fb2d223f62b3dbee,No,NoDisponible,,,,,
926,Bolitoglossa occidentalis,222572,-93.1466559,17.1052864,,False,3,60.01,Amphibia,Caudata,Plethodontidae,1415,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0540457c52696d7eea45c2ecdd9ca5e7,0540457c52696d7eea45c2ecdd9ca5e7,Si,NoDisponible,Si,Si,Si,,
392,Bolitoglossa occidentalis,230693,-92.2525,14.9625,,False,1,31.26,Amphibia,Caudata,Plethodontidae,332,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0558bf45e89d69d6c4269d46c75edb5a,0558bf45e89d69d6c4269d46c75edb5a,No,NoDisponible,,,,,
822,Bolitoglossa occidentalis,222516,-93.2833333,16.85,,False,0,22.54,Amphibia,Caudata,Plethodontidae,1120,Terrestre,1959,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=05c67f8d83ec44d0b4c948601dd52848,05c67f8d83ec44d0b4c948601dd52848,No,NoDisponible,,,,,
571,Bolitoglossa occidentalis,230670,-92.405,14.996,,False,0,24.15,Amphibia,Caudata,Plethodontidae,37,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0628770a8d97fca89996f02708f764f3,0628770a8d97fca89996f02708f764f3,No,NoDisponible,,,,,
241,Bolitoglossa occidentalis,218039,-93.9258333,16.3625,,False,1,27.62,Amphibia,Caudata,Plethodontidae,1572,Terrestre,1994,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06495748626e1eac99367acb21207a74,06495748626e1eac99367acb21207a74,Si,NoDisponible,Si,Si,Si,,
629,Bolitoglossa occidentalis,226537,-92.6541667,15.3622222,,False,1,25.32,Amphibia,Caudata,Plethodontidae,137,Terrestre,1978,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0668b8e90cbbe09e9baf3b8c0fac20b6,0668b8e90cbbe09e9baf3b8c0fac20b6,No,NoDisponible,,,,,
572,Bolitoglossa occidentalis,230670,-92.405,14.996,,False,0,24.15,Amphibia,Caudata,Plethodontidae,37,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06a6dfa61c60631316f190d7839ea73a,06a6dfa61c60631316f190d7839ea73a,No,NoDisponible,,,,,
310,Bolitoglossa occidentalis,209077,-95.14046,18.50828,,False,2,42.19,Amphibia,Caudata,Plethodontidae,1102,Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06d011c28e23a59b633be4b37f56379d,06d011c28e23a59b633be4b37f56379d,Si,NoDisponible,Si,Si,No,,
927,Bolitoglossa occidentalis,222572,-93.1466559,17.1052864,,False,3,60.01,Amphibia,Caudata,Plethodontidae,1415,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=06e66a0a3c8593ead3973fcdecc1b3c9,06e66a0a3c8593ead3973fcdecc1b3c9,Si,NoDisponible,Si,Si,Si,,
493,Bolitoglossa occidentalis,230694,-92.247,15.01,,False,1,33.6,Amphibia,Caudata,Plethodontidae,449,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=070b6763b9aa8717b866358910bf39f4,070b6763b9aa8717b866358910bf39f4,No,NoDisponible,,,,,
366,Bolitoglossa occidentalis,230693,-92.253,14.962,,False,1,31.26,Amphibia,Caudata,Plethodontidae,316,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0717735dd4906e838ff3983009726f8c,0717735dd4906e838ff3983009726f8c,No,NoDisponible,,,,,
71,Bolitoglossa occidentalis,222519,-93.335,16.8583333,,False,1,31.13,Amphibia,Caudata,Plethodontidae,1199,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0722c36057202ffd6a6c387edb8ffa50,0722c36057202ffd6a6c387edb8ffa50,No,NoDisponible,,,,,
941,Bolitoglossa occidentalis,209052,-95.19847,18.48008,,False,1,31.47,Amphibia,Caudata,Plethodontidae,536,Terrestre,1960,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=07654d0f6a9e405d6ecb3436088d2b59,07654d0f6a9e405d6ecb3436088d2b59,Si,NoDisponible,No,No,No,No,BufferCosteroMarinoContinental
87,Bolitoglossa occidentalis,218056,-94.175,16.7055556,,False,0,19.81,Amphibia,Caudata,Plethodontidae,969,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=076648d526fc4c6a1117210f3f56b9f3,076648d526fc4c6a1117210f3f56b9f3,No,NoDisponible,,,,,
603,Bolitoglossa occidentalis,226537,-92.654,15.36,,False,1,25.32,Amphibia,Caudata,Plethodontidae,157,Terrestre,1978,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=076ef7b41001254645d8443e09f989e9,076ef7b41001254645d8443e09f989e9,No,NoDisponible,,,,,
416,Bolitoglossa occidentalis,230693,-92.243258,14.982798,,False,1,31.26,Amphibia,Caudata,Plethodontidae,321,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=080ef3b0748778c1da6b0777928714e2,080ef3b0748778c1da6b0777928714e2,No,NoDisponible,,,,,
948,Bolitoglossa occidentalis,230683,-92.31222,15.11,,False,2,34.17,Amphibia,Caudata,Plethodontidae,627,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08389a430660bc9d77b982fc5ab89e96,08389a430660bc9d77b982fc5ab89e96,No,NoDisponible,,,,,
8,Bolitoglossa occidentalis,222519,-93.2979997,16.8889997,,False,1,31.13,Amphibia,Caudata,Plethodontidae,925,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=085de99d36b9df0694b8e3ad72a6c465,085de99d36b9df0694b8e3ad72a6c465,No,NoDisponible,,,,,
682,Bolitoglossa occidentalis,218055,-94.191,16.581,,False,1,26.2,Amphibia,Caudata,Plethodontidae,1190,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=088164f51835ed547d336af95cc9a4a8,088164f51835ed547d336af95cc9a4a8,Si,NoDisponible,Si,Si,Si,,
242,Bolitoglossa occidentalis,218039,-93.9258333,16.3625,,False,1,27.62,Amphibia,Caudata,Plethodontidae,1572,Terrestre,1994,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=08b0449fba0fc5517e2fef74da29c950,08b0449fba0fc5517e2fef74da29c950,Si,NoDisponible,Si,Si,Si,,
215,Bolitoglossa occidentalis,226517,-93.0694444,15.8077778,,False,3,49.04,Amphibia,Caudata,Plethodontidae,1441,Terrestre,1999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0906b9e61a28568d7ff84b1c04352646,0906b9e61a28568d7ff84b1c04352646,Si,NoDisponible,Si,Si,Si,,
291,Bolitoglossa occidentalis,209121,-95.09,18.64,,False,0,21.94,Amphibia,Caudata,Plethodontidae,106,Terrestre,1976,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=097e4e55aac16b370b8adf00ae925670,097e4e55aac16b370b8adf00ae925670,Si,NoDisponible,Si,Si,No,,
674,Bolitoglossa occidentalis,226645,-93.117,16.871,,False,2,39.57,Amphibia,Caudata,Plethodontidae,1221,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0a0efca33032c02da8d701e09e45e8d4,0a0efca33032c02da8d701e09e45e8d4,No,NoDisponible,,,,,
477,Bolitoglossa occidentalis,230696,-92.1347222,15.0416667,,False,2,38.53,Amphibia,Caudata,Plethodontidae,765,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0a7926aaa29a522ce5fca88ca4eaee80,0a7926aaa29a522ce5fca88ca4eaee80,No,NoDisponible,,,,,
311,Bolitoglossa occidentalis,209077,-95.14046,18.50828,,False,2,42.19,Amphibia,Caudata,Plethodontidae,1102,Terrestre,1960,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0a7dda4bd61860236553bdeefdd99c88,0a7dda4bd61860236553bdeefdd99c88,Si,NoDisponible,Si,Si,No,,
928,Bolitoglossa occidentalis,222572,-93.1466559,17.1052864,,False,3,60.01,Amphibia,Caudata,Plethodontidae,1415,Terrestre,1984,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0b91fa8bd0385f2462ffa657be204a43,0b91fa8bd0385f2462ffa657be204a43,Si,NoDisponible,Si,Si,Si,,
367,Bolitoglossa occidentalis,230693,-92.253,14.962,,False,1,31.26,Amphibia,Caudata,Plethodontidae,316,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0bd31966ec0163b4f1f1ab4d7e440284,0bd31966ec0163b4f1f1ab4d7e440284,No,NoDisponible,,,,,
131,Bolitoglossa occidentalis,218155,-93.7802778,17.0213889,,False,2,37.22,Amphibia,Caudata,Plethodontidae,464,Terrestre,1992,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0c34eec133f7da1e6d0012574de0fe3b,0c34eec133f7da1e6d0012574de0fe3b,No,NoDisponible,,,,,
184,Bolitoglossa occidentalis,218052,-94.1638889,16.5472222,,False,1,25.71,Amphibia,Caudata,Plethodontidae,1472,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0c43799a91360a51f700e4452baf1ca0,0c43799a91360a51f700e4452baf1ca0,No,NoDisponible,,,,,
949,Bolitoglossa occidentalis,230683,-92.31222,15.11,,False,2,34.17,Amphibia,Caudata,Plethodontidae,627,Terrestre,1980,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0cc4d01676e9d7b59ebbdc4ecb704d97,0cc4d01676e9d7b59ebbdc4ecb704d97,No,NoDisponible,,,,,
276,Bolitoglossa occidentalis,213547,-94.2929997,16.476,,False,0,13.92,Amphibia,Caudata,Plethodontidae,92,Terrestre,1973,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0e179bc6ff12ecd37a8dab105a20803a,0e179bc6ff12ecd37a8dab105a20803a,Si,NoDisponible,Si,Si,Si,,
893,Bolitoglossa occidentalis,230793,-92.37,15.9266667,,False,0,15.69,Amphibia,Caudata,Plethodontidae,717,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0e2d768d85e34c4433033df10d2c7936,0e2d768d85e34c4433033df10d2c7936,Si,NoDisponible,Si,Si,Si,,
368,Bolitoglossa occidentalis,230693,-92.253,14.962,,False,1,31.26,Amphibia,Caudata,Plethodontidae,316,Terrestre,1975,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0fc1829317e993cb3ed55f6b7a322ee8,0fc1829317e993cb3ed55f6b7a322ee8,No,NoDisponible,,,,,
768,Bolitoglossa occidentalis,209044,-95.29917,18.48056,,False,1,32.22,Amphibia,Caudata,Plethodontidae,248,Terrestre,1959,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0fc3c04e85afe5f9c528f36018530885,0fc3c04e85afe5f9c528f36018530885,Si,NoDisponible,Si,Si,No,,
2,Bolitoglossa occidentalis,222519,-93.335,16.8583333,,False,1,31.13,Amphibia,Caudata,Plethodontidae,1199,Terrestre,1995,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0fd4d2d7e7a29f8ff30fab5b6a3e76dd,0fd4d2d7e7a29f8ff30fab5b6a3e76dd,No,NoDisponible,,,,,
148,Bolitoglossa occidentalis,222486,-93.6736111,16.9588889,,False,2,35.51,Amphibia,Caudata,Plethodontidae,881,Terrestre,1992,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0ffad45c8643691b8226d1e30c3444d4,0ffad45c8643691b8226d1e30c3444d4,No,NoDisponible,,,,,
478,Bolitoglossa occidentalis,230696,-92.1347222,15.0416667,,False,2,38.53,Amphibia,Caudata,Plethodontidae,765,Terrestre,1978,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=1007b49ff576d47842f9e7bd7b78b028,1007b49ff576d47842f9e7bd7b78b028,No,NoDisponible,,,,,
149,Bolitoglossa occidentalis,222486,-93.6736111,16.9588889,,False,2,35.51,Amphibia,Caudata,Plethodontidae,881,Terrestre,1992,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=102435cd9844074d406e8bb177d6e977,102435cd9844074d406e8bb177d6e977,No,NoDisponible,,,,,
604,Bolitoglossa occidentalis,226537,-92.654,15.36,,False,1,25.32,Amphibia,Caudata,Plethodontidae,157,Terrestre,1978,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=103aa0f4dd8df69be56c3ce0f32fcb88,103aa0f4dd8df69be56c3ce0f32fcb88,No,NoDisponible,,,,,
