,especievalida,gridid,longitud,latitud,cuarentena,isoutlier,ms_cluster,tscore,clasevalida,ordenvalido,familiavalida,altitudmapa,ambiente,aniocolecta,probablelocnodecampo,version,urlejemplar,idejemplar,sospechoso,DistConocida,DistPotencial,Buffer (Km),EstadoDoc,ValidoAmbiente,BufferAmbiente,MapaUSV,DistHistorica
1771,Dryophytes arenicolor,147191,-102.5128888,28.5382777,,False,2,2.34,Amphibia,Anura,Hylidae,1783,Dulceacuícola; Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=001eb40e85b9913dc8b61c3a590a2fcd,001eb40e85b9913dc8b61c3a590a2fcd,Si,NoDisponible,No,,Si,,,,
864,Dryophytes arenicolor,114641,-106.8990531,29.3920969,,False,3,7.73,Amphibia,Anura,Hylidae,2023,Dulceacuícola; Terrestre,1961,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=002d06f60ad09d2bda02aa984aff5b56,002d06f60ad09d2bda02aa984aff5b56,Si,NoDisponible,Si,Si,Si,,,,
2286,Dryophytes arenicolor,194836,-97.0259944,19.0078333,,False,2,2.87,Amphibia,Anura,Hylidae,1320,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=003a423e5488554e9be185a839d736c8,003a423e5488554e9be185a839d736c8,No,NoDisponible,,,,,,,
887,Dryophytes arenicolor,118507,-105.840278,23.52,,False,3,14.67,Amphibia,Anura,Hylidae,1911,Dulceacuícola; Terrestre,1962,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0044e890ba70916e78e6dfb23b6a6c95,0044e890ba70916e78e6dfb23b6a6c95,No,NoDisponible,,,,,,,
1492,Dryophytes arenicolor,105524,-107.6619444,27.9780833,,False,3,10.27,Amphibia,Anura,Hylidae,2371,Dulceacuícola; Terrestre,2002,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00497ee29ed502167c1365c118e9fa13,00497ee29ed502167c1365c118e9fa13,Si,NoDisponible,Si,Si,Si,,,,
1030,Dryophytes arenicolor,105397,-107.7623611,27.0261388,,False,2,-3.82,Amphibia,Anura,Hylidae,746,Dulceacuícola; Terrestre,1898,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0059b0184a27f084915ba40518855f22,0059b0184a27f084915ba40518855f22,No,NoDisponible,,,,,,,
1978,Dryophytes arenicolor,155985,-101.7335891,22.1713372,,False,3,15.96,Amphibia,Anura,Hylidae,2261,Dulceacuícola; Terrestre,2013,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0075c6f033126b8bf8363e327d3baf37,0075c6f033126b8bf8363e327d3baf37,No,NoDisponible,,,,,,,
2177,Dryophytes arenicolor,151034,-101.8925283,20.6343202,,False,3,14.13,Amphibia,Anura,Hylidae,1749,Dulceacuícola; Terrestre,2008,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00a9f124acb6849a9d82ac051549af57,00a9f124acb6849a9d82ac051549af57,No,NoDisponible,,,,,,,
1497,Dryophytes arenicolor,97070,-108.7661666,31.3201111,,False,3,8.36,Amphibia,Anura,Hylidae,2003,Dulceacuícola; Terrestre,1986,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00e8220448744bc5fd4e667e3478bded,00e8220448744bc5fd4e667e3478bded,Si,NoDisponible,No,,Si,,,,
1048,Dryophytes arenicolor,105674,-107.890358,29.24,,False,3,13.45,Amphibia,Anura,Hylidae,2189,Dulceacuícola; Terrestre,1963,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00ecc8d330a2d3aac7b93e7a006ec089,00ecc8d330a2d3aac7b93e7a006ec089,Si,NoDisponible,Si,Si,Si,,,,
2068,Dryophytes arenicolor,174973,-98.9644444,18.5388889,,False,2,1.69,Amphibia,Anura,Hylidae,1253,Dulceacuícola; Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=00ef0cac0a229b71577bc82d5579f673,00ef0cac0a229b71577bc82d5579f673,No,NoDisponible,,,,,,,
782,Dryophytes arenicolor,132577,-104.3133333,24.5358333,,False,3,19.16,Amphibia,Anura,Hylidae,2184,Dulceacuícola; Terrestre,1996,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=010357148267672c06b8b2843f75fc9a,010357148267672c06b8b2843f75fc9a,No,NoDisponible,,,,,,,
250,Dryophytes arenicolor,82902,-110.9583333,28.0583333,,True,1,-12.33,Amphibia,Anura,Hylidae,39,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0130be570a15a22757c67876206a3e38,0130be570a15a22757c67876206a3e38,Si,NoDisponible,Si,Si,Si,,,,
693,Dryophytes arenicolor,150864,-102.0936111,19.4279722,,False,3,12.33,Amphibia,Anura,Hylidae,1778,Dulceacuícola; Terrestre,2004,SI,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=0146fa0744a100918bf1661c2775fcfd,0146fa0744a100918bf1661c2775fcfd,No,NoDisponible,,,,,,,
415,Dryophytes arenicolor,160793,-100.9762673,22.15111,,False,3,9.55,Amphibia,Anura,Hylidae,1882,Dulceacuícola; Terrestre,1821,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=015b7b5e2c478a7ecf815abf5e642257,015b7b5e2c478a7ecf815abf5e642257,No,NoDisponible,,,,,,,
850,Dryophytes arenicolor,180038,-98.8622222,19.9730556,,False,3,11.33,Amphibia,Anura,Hylidae,2364,Dulceacuícola; Terrestre,2003,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01860008437b05ee28a862f6f3d129a9,01860008437b05ee28a862f6f3d129a9,No,NoDisponible,,,,,,,
1045,Dryophytes arenicolor,83295,-110.716667,31,,False,3,7.64,Amphibia,Anura,Hylidae,1653,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01ad7da6ffecc596dd10b79c54fd1cf0,01ad7da6ffecc596dd10b79c54fd1cf0,No,NoDisponible,,,,,,,
781,Dryophytes arenicolor,146416,-102.3791667,22.1319444,,False,3,14.61,Amphibia,Anura,Hylidae,2030,Dulceacuícola; Terrestre,1991,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01ca62487e33b6a1bc819115bb77f276,01ca62487e33b6a1bc819115bb77f276,No,NoDisponible,,,,,,,
36,Dryophytes arenicolor,170404,-99.65222,20.89472,,False,3,30.33,Amphibia,Anura,Hylidae,2296,Dulceacuícola; Terrestre,9999,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=01e9c7f4918b0d9970f2c8bd8ff36b7f,01e9c7f4918b0d9970f2c8bd8ff36b7f,No,NoDisponible,,,,,,,
